article_ID,relevance_score,justification
g-q2-p2-03,0.40,"The article discusses AI coding agents for general software development, which is partially related to code generation. However, it does not address the specific target users (data scientists and natural scientists) or the specific domain (data analysis code). The tools mentioned (Cursor, Claude Code, Codex, etc.) are general-purpose coding assistants rather than solutions tailored for scientific workflows."
g-q2-p2-04,0.40,"This article discusses AI coding assistants (like GitHub Copilot) for general software engineering productivity, which partially relates to AI for code generation. However, it does not address agentic AI systems specifically designed for data scientists or natural scientists, nor does it focus on scientific data analysis code generation."
g-q2-p2-05,0.50,"The article directly addresses agentic AI for code generation through multi-agent collaboration and runtime debugging, which is relevant to the target system. However, it focuses on general programming tasks and software engineering benchmarks (HumanEval), not specifically on supporting data scientists or natural scientists with data analysis code."
g-q2-p2-06,0.30,"The article discusses AI coding assistants (GitHub Copilot, Claude) for general software development, which relates to AI for code generation. However, it does not address agentic AI systems specifically, nor does it target data scientists or natural scientists in data analysis contexts, making it only loosely relevant to the target system."
g-q2-p2-07,0.40,"The article discusses agentic AI for code generation (debugging, test creation, code optimization), which is partially relevant to the target system. However, it focuses on general software development and enterprise use cases rather than specifically supporting data scientists or natural scientists in writing code for scientific data analysis."
g-q2-p2-08,0.40,"The article discusses AI coding assistants and workflows for code generation, which partially aligns with the code generation aspect of the target system. However, it focuses on general software engineering practices rather than specifically addressing agentic AI for data scientists or natural scientists conducting data analysis."
g-q2-p2-09,0.35,"The article discusses generative AI (GitHub Copilot) for code generation and its impact on developer experience, which is partially related to AI-assisted coding. However, it focuses on general software developers and productivity, not specifically on agentic AI systems for data scientists or natural scientists conducting data analysis."
g-q2-p3-02,0.35,"The article discusses AI coding agents and improving their context for better code generation, which is tangentially related to the target system. However, it focuses specifically on web development (Netlify platform) and general developer productivity rather than supporting data scientists or natural scientists with data analysis code generation."
g-q2-p3-03,0.40,"The article discusses generative AI for code generation and developer productivity, which is partially related to the target system. However, it focuses on general software development and web applications rather than specifically addressing agentic AI for data scientists or natural scientists conducting data analysis."
g-q2-p3-04,0.50,"The article evaluates generative AI models for Python code generation, which is partially relevant to the target system since Python is commonly used for data analysis. However, it focuses on general code generation tasks rather than specifically addressing agentic AI systems designed to support data scientists or natural scientists in their workflows."
g-q2-p3-06,0.15,"This article discusses AI tools for evidence synthesis (systematic literature reviews) in healthcare, specifically for tasks like screening abstracts and data extraction. It does not address agentic AI systems for writing source code for data analysis, which is the target system."
g-q2-p3-07,0.35,"The article discusses AI coding tools, agentic systems, and the need for context in AI development, which are partially related to code generation. However, it focuses on general enterprise developer tools and workflows, not specifically on agentic AI systems for data scientists or natural scientists conducting data analysis."
g-q2-p3-08,0.40,"The article discusses AI code generation and developer experience with AI tools, which is partially relevant to the target system. However, it focuses on general software development practices and enterprise architecture rather than agentic AI systems specifically designed for data scientists or natural scientists conducting data analysis."
g-q2-p3-09,0.30,"This article is a general developer ecosystem survey that mentions AI coding assistants and agents in the context of general software development. While it touches on AI tool adoption (62% use AI coding assistants), it does not specifically address agentic AI systems for scientific code generation, data analysis workflows, or supporting data scientists and natural scientists."
g-q2-p3-10,0.15,"This article discusses general AI LLM code generation tools used for building a personal expense management mobile app (Ionic Angular). It does not address agentic AI systems, scientific code generation, or tools specifically designed to support data scientists or natural scientists in data analysis tasks."
g-q3-p1-01,0.90,"The article directly addresses agentic AI systems for scientific research, specifically mentioning their ability to write code and perform data analysis tasks. It discusses AI agents as research assistants that help scientists with code writing, data curation, and data analysis—exactly the domain of the target system."
g-q3-p1-04,0.10,"This article focuses exclusively on AI integration and evaluation in digital health companies (e.g., mental health chatbots, clinical documentation tools). It does not address agentic AI systems or code generation for data scientists and natural scientists. The brief mention of 'code automation' in research is incidental and not the focus of the paper."
g-q3-p1-07,0.40,"The article discusses AI agents for biomedical research, including some code-related aspects like Python API execution for tasks such as bioinformatics analysis. However, its primary focus is on scientific discovery, hypothesis generation, and experimental automation rather than specifically supporting data scientists in writing source code for data analysis."
g-q3-p1-08,0.40,"The article directly addresses agentic AI systems for scientific research and mentions AI agents that can retrieve data and use tools. However, it focuses on virtual scientists conducting biological research and hypothesis generation rather than specifically supporting data scientists in writing source code for data analysis. While related to AI for scientific work, code generation is not the primary focus."
g-q3-p1-09,0.85,"This article directly addresses an agentic AI system (Jr. AI Scientist) that uses coding agents to support scientific research by implementing complex, multi-file codebases for experimentation and generating research papers. While it focuses on ML/CV research paper generation rather than general data analysis, it demonstrates the exact type of agentic AI the target system describes: autonomous code generation, implementation of scientific methods, and iterative experimentation with data analysis workflows."
g-q3-p2-01,0.40,"The article discusses AI agents in scientific research (e.g., SciToolAgent, Coscientist, autonomous experimentation systems) but focuses primarily on AI as a research partner for hypothesis generation, experiment design, and materials/drug discovery. It does not specifically address agentic AI systems that support scientists in writing source code for data analysis, which is the target system."
g-q3-p2-02,0.60,"The article covers AI-assisted scientific discovery including automated experimentation and code generation (e.g., The AI Scientist, CodeScientist, ScienceAgentBench), which partially relates to agentic AI for scientific code generation. However, it is a broad survey covering many topics beyond code writing for data analysis, such as literature search, text generation, figure generation, and peer review, making it only partially relevant to the target system."
g-q3-p2-03,0.70,"The article directly addresses AI-powered code generation (SQL) for data analysis and discusses agentic architectures using LLMs to support data scientists. However, it focuses primarily on a Slack-based Q&A bot for business data questions rather than a general-purpose agentic AI system for writing source code, and it targets business users rather than natural scientists."
g-q3-p2-07,0.10,"This article discusses AI safety, alignment risks, and the theoretical concept of 'AI Scientists' that generate scientific theories without acting in the real world. It does not address agentic AI systems for code generation, data analysis support, or tools for helping data scientists and natural scientists write source code. The article is primarily a philosophical discussion about AI alignment and safety frameworks, which is only tangentially related to the target system."
g-q3-p2-08,0.00,This article is a survey about AI subjective experience (consciousness/sentience) and moral governance of AI systems. It does not address agentic AI systems that assist data scientists or natural scientists with writing source code for data analysis.
g-q3-p2-09,0.30,"The article describes an agentic AI system (AI co-scientist) that supports natural scientists, but it focuses on generating hypotheses and research proposals for scientific discovery, not on writing source code for data analysis. This is partially related as it addresses AI for scientists, but lacks the code generation component central to the target system."
g-q3-p3-01,0.15,"This article provides a general guide on building evaluation pipelines for LLM applications, but its specific use case (AI-powered IT Helpdesk Assistant for technical support tickets) is entirely unrelated to the target system of agentic AI for scientific/data analysis code generation. While the evaluation techniques discussed could theoretically be adapted, the article does not address code generation, data science workflows, or scientific computing."
g-q3-p3-02,0.40,"The article discusses AI scientists (agentic AI systems) for scientific research, which partially overlaps with the target system's focus on supporting natural scientists. However, it primarily addresses safety risks and vulnerabilities in conducting physical experiments (chemistry, biology), not code generation for data analysis."
g-q3-p3-04,0.95,"This article directly addresses the target system as it describes 'AI Scientists' - autonomous agentic AI systems that specifically support scientific research through code synthesis, data analysis, hypothesis testing, and feature engineering. The article explicitly mentions components like the 'AI Data Scientist' with subagents for code generation, cleaning, modeling, and reporting, which aligns precisely with supporting data scientists and natural scientists in writing source code for data analysis."
g-q3-p3-08,0.50,"The article discusses AI agents for code generation (programming), which is partially relevant to the target system. However, it focuses primarily on general agent evaluation methodology, benchmarking practices, and cost optimization rather than specifically addressing agentic AI for scientific data analysis or supporting data/natural scientists."
g-q3-p3-09,0.50,"The article addresses multi-agent AI systems for scientific discovery, which is partially related to the target system. While it mentions multi-agent code generation in physics contexts and discusses AI for scientific research, it focuses broadly on MAS as autonomous co-scientists across the entire research workflow rather than specifically on supporting data scientists with writing source code for data analysis."
s-q1-p1-01,0.10,"The article focuses on human-AI collaboration in IT support services (help desk operations, ticket routing, service desk workflows), which is entirely unrelated to agentic AI systems that support data scientists and natural scientists in writing source code for data analysis. The domain, use case, and target users are completely different."
s-q1-p1-03,0.20,"This article provides a general framework for evaluating Human-AI Collaboration across various domains (healthcare, finance, manufacturing, education), but it does not specifically address agentic AI systems for code generation or scientific data analysis. While the framework is domain-agnostic, it lacks any focus on programming, code generation, or supporting data scientists/natural scientists with writing source code for data analysis."
s-q1-p1-04,0.10,"This article focuses on AI assistants for Agile software development meetings (Daily Scrum, planning meetings) to help with meeting facilitation, recommendations, and summaries. It does not address agentic AI systems for code generation, nor does it target data scientists or natural scientists. The AI tools described are meeting management assistants rather than code generation tools for data analysis."
s-q1-p1-05,0.40,"The article discusses AI (ChatGPT) for code generation, testing, and optimization in software engineering, which is partially related to the target system's focus on AI for code generation. However, it focuses on general software engineers rather than data scientists or natural scientists conducting data analysis, and does not address the specific domain of scientific data analysis."
s-q1-p1-06,0.15,"This article examines human-AI collaboration in general decision support systems using mnemonic and perceptual tasks, which is unrelated to the target system of agentic AI for scientific code generation. While it discusses AI agent capability and user proficiency, it does not address code generation, data analysis workflows, or supporting data scientists/natural scientists with programming tasks."
s-q1-p1-07,0.15,"This article studies AI augmentation in e-commerce sales (book selling), which is unrelated to the target system of agentic AI for scientific/data analysis code generation. While it discusses general human-AI collaboration concepts, the specific domain, use case, and tasks (customer service, sales performance) have no connection to supporting data scientists or natural scientists in writing source code for data analysis."
s-q1-p1-08,0.40,"The article addresses human-AI teamwork and AI autonomy adaptation in cooperative settings, which are relevant concepts for agentic AI systems. However, it focuses on a simulated office task (sorting documents/books) rather than scientific code generation or data analysis tasks specifically, making it only partially relevant to the target system of supporting data scientists and natural scientists in writing source code."
s-q1-p1-09,0.45,"The article addresses agentic AI for code generation using multi-agent collaboration in software development, which is partially related to the target system. However, it focuses on general software engineering tasks (like building a tic-tac-toe game) rather than specifically supporting data scientists and natural scientists in writing source code for data analysis."
s-q1-p1-10,0.05,"This article focuses on DiaryMate, an LLM-based journaling assistant for personal writing and emotional reflection. It is unrelated to agentic AI systems that support data scientists or natural scientists in writing source code for data analysis. The domain, use case, and target users are entirely different from the target system."
s-q1-p2-01,0.35,"This article provides a general review of human-AI collaboration frameworks and design principles (trust, engagement, communication), covering Interactive Machine Learning and AI-generated content. While these topics are tangentially related to agentic AI assistance, the paper does not specifically address code generation for data analysis or support for data/natural scientists in writing source code."
s-q1-p2-02,0.45,"The article presents a general human-AI collaboration framework and mentions GitHub Copilot as a code generation example, which is tangentially related to AI-assisted coding. However, it does not specifically address agentic AI systems for scientific or data analysis code generation, nor does it target data scientists or natural scientists. The focus is on broad human-AI partnership principles rather than domain-specific code generation tools."
s-q1-p2-03,0.05,"This article focuses on policy-driven collaboration between human agents and LLMs for customer service/contact center workflows (triage, assist, escalate, resolve). It is unrelated to the target system, which concerns agentic AI supporting data scientists and natural scientists in writing source code for data analysis. The domain, use case, and end users are completely different."
s-q1-p2-04,0.15,"The article discusses human-AI collaboration patterns (automation vs augmentation) in a business simulation platform for educational purposes. While it addresses AI agents and collaboration, it focuses on business operations and workplace simulation, not specifically on agentic AI for scientific code generation or supporting data scientists/natural scientists in writing data analysis code."
s-q1-p2-05,0.15,"This article focuses on consumer behavior and acceptance of general AI products (autonomous vehicles, clinical decision systems) from a marketing psychology perspective, examining how outcome expectations and collaboration types affect willingness to use AI. It does not address agentic AI systems for code generation, data analysis, or supporting data scientists/natural scientists in writing source code for scientific workflows."
s-q1-p2-06,0.05,"This article focuses on human-AI collaboration in the board game Codenames, studying how an AI assistant affects player cognition, social dynamics, and game experience. It is completely unrelated to the target system, which requires agentic AI specifically for helping data scientists and natural scientists write source code for data analysis. The article addresses AI in gaming contexts, not scientific code generation or data analysis workflows."
s-q1-p2-07,0.35,"The article discusses human-AI collaboration using generative AI (GPT-3) for brainstorming tasks, which is partially related to agentic AI systems. However, it focuses on creative ideation rather than code generation for data analysis, and targets general brainstorming users rather than data scientists or natural scientists specifically writing source code."
s-q1-p2-08,0.05,"This article focuses on a Metacognitive AI agent (MAI) designed to support Socially Shared Regulation of Learning among students in educational contexts, specifically for collaborative learning tasks. It is not related to the target system, which requires agentic AI that supports data scientists and natural scientists in writing source code for data analysis. The article addresses a completely different domain (educational technology for metacognitive regulation) and does not involve code generation or scientific data analysis workflows."
s-q1-p2-09,0.05,"This article focuses on AI-generated haiku poetry and human-AI collaboration in creative writing, which is entirely unrelated to the target system of agentic AI for supporting data scientists and natural scientists in writing source code for data analysis. While it discusses AI generation and human-in-the-loop approaches, these are applied to artistic poetry creation, not technical code generation for scientific data analysis."
s-q1-p2-10,0.40,"This article discusses human-AI collaboration paradigms (Supervisory, Advisory, Interactive) and their impact on job meaningfulness and accountability, which partially relates to the target system's need for interactive collaboration between humans and AI. However, it focuses on general workplace psychology and uses a shift scheduling scenario rather than addressing code generation for data analysis or scientific work specifically."
s-q1-p3-01,0.30,"This article studies human-AI co-learning in emotion classification tasks, which is tangentially related to agentic AI systems but does not address code generation for data analysis or specifically target data scientists/natural scientists. It provides general insights on human-AI collaboration dynamics but lacks direct relevance to the target system's core functionality of supporting scientific code writing."
s-q1-p3-02,0.15,"This article is a systematic literature review on human-AI collaboration in organizational/business contexts (management, decision-making, productivity). While it mentions generative AI and briefly notes coding as an application area, it does not address agentic AI systems or specifically discuss AI support for data scientists/natural scientists in writing source code for data analysis. The focus is on general workplace collaboration between humans and AI, not scientific code generation."
s-q1-p3-03,0.40,"This systematic literature review examines AI-powered code assistants in IDEs (e.g., GitHub Copilot) and their impact on developer productivity and experience. While it addresses AI for code generation, it focuses on general software development rather than specifically supporting data scientists or natural scientists with data analysis code. The research context is primarily professional software engineering, not scientific data analysis workflows."
s-q1-p3-04,0.15,"This article investigates Agency in LLMs for human-AI collaboration but focuses specifically on interior design conversations, not scientific code generation or data analysis. While it discusses general concepts about agentic AI (Intentionality, Motivation, Self-Efficacy, Self-Regulation), the domain and application are entirely unrelated to supporting data scientists or natural scientists in writing code for data analysis."
s-q1-p3-05,0.35,"This article provides a general framework for human-AI collaboration in organizational contexts, covering concepts like task delegation, collaboration modes, and teamwork phases. However, it does not specifically address agentic AI systems for scientific code generation or data analysis workflows, focusing instead on general organizational collaboration across diverse domains like healthcare, finance, and logistics."
s-q1-p3-06,0.30,"This article discusses human-AI collaboration designs and mentions software development as one application where AI boosts productivity, but its primary focus is on creative writing rather than scientific or data analysis code generation. It provides relevant insights on collaboration frameworks but does not directly address agentic AI systems for data scientists or natural scientists."
s-q1-p3-08,0.25,"This article provides a taxonomy of human-AI interaction patterns for decision-making tasks but focuses broadly on general decision support systems in domains like healthcare and finance. It does not specifically address agentic AI for code generation or supporting data/natural scientists in writing source code for data analysis, making it only tangentially related to the target system."
s-q1-p3-09,0.15,"This article describes an AI tool for researching human-AI team dynamics and persona customization, primarily for psychological/educational research. It does not address agentic AI for code generation, data analysis, or supporting scientists with writing source code - making it only loosely related to the target system."
s-q1-p3-10,0.25,"The article discusses general agentic AI for workflow orchestration and multi-agent coordination, but does not specifically address supporting data scientists or natural scientists in writing source code for data analysis. While it introduces a Manager Agent framework that could theoretically coordinate code-writing agents, the focus is on generic workflow management rather than scientific or data analysis code generation."
s-q2-p1-01,0.40,"The article addresses LLM-based code generation with interactive test-driven workflows, which is partially relevant to agentic AI for code generation. However, it focuses on general programming tasks (MBPP, HumanEval benchmarks) rather than specifically supporting data scientists or natural scientists in writing code for data analysis."
s-q2-p1-02,0.25,"This article studies IBM's watsonx Code Assistant, a general-purpose LLM coding tool for software engineers writing code in languages like Python, Java, and C++. While it addresses AI code assistants, it does not target data scientists or natural scientists, nor does it focus on data analysis code generation. The study examines general developer productivity rather than scientific research workflows, making it only tangentially related to the target system of agentic AI for scientific data analysis."
s-q2-p1-04,0.40,"The article examines GenAI/LLMs for code generation in pair programming contexts, which is partially related to AI-assisted code generation. However, it focuses on undergraduate computer science education rather than supporting data scientists or natural scientists with data analysis code, and does not address agentic AI systems specifically."
s-q2-p1-05,0.40,"The article focuses on evaluating the security of LLM-generated code through the CWE-VAL framework, which is partially related to AI code generation. However, it does not specifically address agentic AI systems for data scientists/natural scientists or data analysis code generation, making it only medium-relevant to the target system."
s-q2-p1-07,0.30,"The article discusses LLM-based code generation models, which is technically relevant to the target system's approach to AI code generation. However, it focuses specifically on programming education (teaching students to code) rather than supporting data scientists or natural scientists in writing code for data analysis, making it only partially related to the target system."
s-q2-p1-08,0.35,"This article focuses on LLM-based agents for code review (identifying bugs, code smells, and optimization) in general software development contexts, not on generating code for data analysis. While it involves AI agents for code-related tasks, it does not address supporting data scientists or natural scientists in writing source code for data analysis specifically."
s-q2-p1-09,0.50,"This survey directly addresses LLM-based code generation agents, which is a core component of the target system. However, it focuses on general software development rather than specifically supporting data scientists and natural scientists in writing data analysis code. The techniques discussed could be applicable, but the domain focus is not aligned with the scientific/data analysis context."
s-q2-p1-10,0.40,"This article describes CodeCompose, an AI code authoring tool for general software developers at Meta. While it involves AI code generation and supports Python/Jupyter notebooks (used by some data scientists), it is not specifically designed for data scientists or natural scientists conducting data analysis. The system targets general-purpose code completion rather than scientific data analysis workflows."
s-q2-p2-01,0.40,"The article directly addresses autonomous coding agents and agentic AI for code generation, which is partially relevant to the target system. However, it focuses on general software engineering workflows (feature development, bug fixes in GitHub repositories) rather than specifically supporting data scientists or natural scientists in writing code for data analysis tasks."
s-q2-p2-02,0.50,"The article discusses AI-powered code generation tools (like GitHub Copilot) and human-AI pair programming, which is partially related to the target system. However, it focuses on general programming tasks rather than specifically addressing agentic AI systems for data scientists or natural scientists conducting data analysis."
s-q2-p2-03,0.50,"The article directly addresses LLM-based agents for code generation in software engineering, which is partially related to the target system. However, it focuses on general software engineering tasks rather than specifically supporting data scientists and natural scientists in writing source code for data analysis."
s-q2-p2-04,0.60,"The article directly addresses conversational AI for code generation using code-fluent LLMs, which is highly relevant to the target system. However, it focuses primarily on general software engineering rather than specifically supporting data scientists or natural scientists in data analysis workflows, though it does include some data analysis tasks (e.g., generating scatterplots from CSV data)."
s-q2-p2-05,0.45,"The article discusses AI-based coding assistants for general software development, which is partially related to code generation. However, it does not specifically address agentic AI systems for scientific/data analysis code or target data scientists and natural scientists as users."
s-q2-p2-06,0.35,"The article studies AI code generation tools (Cursor Pro, Claude Sonnet) for software development, which is partially related to code generation. However, it focuses on general open-source developers working on mature software repositories, not on data scientists or natural scientists writing data analysis code. The context and target users differ substantially from the specified system."
s-q2-p2-07,0.40,"This article discusses conversational AI for code generation in software engineering education, which is partially relevant to the target system. While it covers AI coding assistants like GitHub Copilot and code generation capabilities, it focuses on general software engineering education rather than specifically supporting data scientists and natural scientists in writing data analysis code."
s-q2-p2-08,0.50,"The article evaluates AI-assisted code generation tools (GitHub Copilot, Amazon CodeWhisperer, ChatGPT) which are relevant to the target system's need for AI code generation. However, it focuses on general software engineering code generation rather than specifically addressing data scientists or natural scientists performing data analysis tasks."
s-q2-p2-09,0.40,"This article discusses AI code-generation tools and human-AI pair programming, which is partially related to the target system. However, it focuses specifically on programming education in university settings for novice programmers, not on supporting data scientists or natural scientists in writing data analysis code. The tools discussed (Copilot, ChatGPT) are general-purpose code generators rather than specialized agentic AI systems for scientific data analysis."
s-q2-p2-10,0.50,"The article directly addresses AI for code generation (comparing ChatGPT and Copilot), which is a component of the target system. However, it focuses on general software engineering tasks in C++ and Java, not specifically on data analysis code for scientists, and does not discuss agentic AI systems that autonomously assist data scientists in their workflows."
s-q2-p3-01,0.40,"This article addresses AI-powered code generation tools (like GitHub Copilot) and how online communities influence developer trust. While it relates to AI code generation, it focuses on general software developers rather than data scientists or natural scientists, and does not address agentic AI systems specifically for scientific data analysis."
s-q2-p3-02,0.30,"This article discusses AI for general software engineering code generation (e.g., GitHub Copilot, AlphaCode) but does not specifically address agentic AI for data scientists or natural scientists writing data analysis code. It is a broad review of AI applications in software development rather than scientific computing."
s-q2-p3-03,0.40,"The article discusses AI-based programming assistants (ChatGPT, GitHub Copilot) for code generation, which aligns partially with the target system. However, it focuses on general software development in an agroindustry company rather than specifically supporting data scientists or natural scientists with data analysis code, making it only partially relevant to the target system."
s-q2-p3-04,0.40,"The article discusses AI code generation tools (Codex, AlphaCode, CodeWhisperer) which are related to the target system, but it focuses specifically on introductory programming education (CS1/CS2) for novice students rather than supporting data scientists or natural scientists with data analysis code. The context is pedagogical and academic integrity, not scientific research workflows."
s-q2-p3-06,0.50,"This article studies how professional software engineers use ChatGPT for code generation and other software engineering tasks, which is partially related to the target system. While it addresses AI for code generation and examines factors like usefulness and trust, it focuses on general software engineering rather than specifically supporting data scientists or natural scientists in data analysis code writing, and does not address agentic AI systems."
s-q2-p3-07,0.50,"The article provides a comprehensive review of AI techniques for automated code generation (including ML, DL, NLP, and evolutionary algorithms), which is partially relevant to the target system. However, it focuses on general software development rather than specifically addressing agentic AI systems for data scientists and natural scientists in data analysis contexts."
s-q2-p3-08,0.10,"This article focuses on AutoFL, an LLM-based fault localization tool for general software debugging (Java/Python), not on agentic AI systems that assist data scientists or natural scientists in writing data analysis code. While it uses LLMs for code-related tasks, it addresses software engineering debugging rather than scientific computing workflows."
s-q2-p3-09,0.15,"This article describes CodeAid, an educational AI tool for helping students learn C programming, which is only tangentially related to the target system. While it involves AI for code generation, it focuses on pedagogical use for introductory programming students rather than supporting data scientists or natural scientists in writing code for data analysis."
s-q2-p3-10,0.50,"AutoDev is an agentic AI framework for autonomous code generation and software engineering tasks, which aligns partially with the target system. However, it targets general software development rather than specifically supporting data scientists and natural scientists in writing code for data analysis."
s-q3-p1-01,0.35,"The article discusses using ChatGPT for scientific research and academic writing, which is partially related to supporting scientists. However, it focuses on general AI text generation for literature reviews and paper writing, not on agentic AI systems specifically designed to help data scientists and natural scientists write source code for data analysis. The article does mention AI's potential for data analysis assistance but lacks focus on code generation capabilities."
s-q3-p1-02,0.60,"The article directly addresses agentic AI systems for scientific discovery, which partially overlaps with the target system. While it covers data analysis as part of scientific workflows and mentions frameworks with code execution capabilities (e.g., Coscientist, BIA for bioinformatics), its primary focus is on end-to-end scientific discovery automation (hypothesis generation, experiment design, literature review) rather than specifically supporting data scientists in writing source code for data analysis."
s-q3-p1-03,0.85,"The article describes The AI Scientist-v2, an agentic AI system that autonomously generates and executes code for scientific experiments, analyzes data, and produces manuscripts. This directly aligns with the target system of supporting scientists in writing source code for data analysis, as it uses agentic tree search and experiment manager agents to automate code generation for scientific research workflows."
s-q3-p1-04,0.20,"The article describes an AI co-scientist system for generating scientific hypotheses and research proposals in biomedicine, which partially aligns with supporting natural scientists. However, it does not address writing source code for data analysis - the core function of the target system. The system focuses on hypothesis generation, literature synthesis, and experimental planning rather than code generation for data analysis tasks."
s-q3-p1-05,0.70,"The article describes an agentic AI system (The AI Scientist) that autonomously writes code for scientific experiments using Aider (an LLM coding assistant), which aligns with supporting scientists in code generation. However, it focuses specifically on automating ML research and paper writing rather than general data analysis tasks for data/natural scientists."
s-q3-p1-06,0.55,"This article describes Agent Laboratory, an LLM-based agent system that assists scientists with research tasks including code generation for machine learning experiments. While it involves agentic AI for scientific code generation and supports researchers, it focuses primarily on autonomous research paper generation rather than specifically supporting data scientists with data analysis code. The code generation is tied to ML experimentation rather than general data analysis workflows."
s-q3-p1-07,0.35,"The article mentions that scientists use LLMs to write code among other tasks, and discusses AI tools for data processing in science, which touches on the general domain. However, it is primarily a broad survey about AI adoption and attitudes in scientific research, not specifically about agentic AI systems designed to assist data scientists with code generation for data analysis."
s-q3-p1-08,0.85,"This survey directly addresses LLM-based scientific agents that support scientific research, which aligns closely with the target system of agentic AI for scientists. The article specifically covers code generation and execution (Section 2.3.3) as a core action type, and includes applications in Machine Learning and Data Science (Section 4.6) that directly support data scientists. While the article is broader in scope covering hypothesis generation, experiment design, and multiple scientific domains beyond data analysis, it provides comprehensive coverage of agent architectures, action spaces, and verification mechanisms relevant to building AI systems that assist scientists with computational tasks including writing source code for data analysis."
s-q3-p1-09,0.60,"The article directly addresses using ChatGPT for data analysis, coding, and bioinformatics tasks, including generating code from natural language for scientific data analysis - which aligns with the target system's purpose. However, it focuses on general LLM usage rather than specifically discussing agentic AI systems with autonomous capabilities for code generation."
s-q3-p1-10,0.10,"This article discusses general AI evaluation practices, specifically the problems with aggregate metrics and the need for instance-by-instance evaluation in AI systems. While it mentions AI in scientific contexts like medical diagnosis, it does not address agentic AI systems, code generation, or supporting scientists in writing source code for data analysis. It is a methodological paper about AI evaluation rather than a system for assisting scientists with coding tasks."
s-q3-p2-01,0.50,"The article discusses AI agents for biomedical research that can write bioinformatics code (e.g., Python for genotype data analysis) and execute code via APIs, which partially aligns with supporting scientists in data analysis code generation. However, the primary focus is on autonomous agents for scientific discovery, hypothesis generation, and experimental execution in biomedicine rather than specifically on code generation tools for data scientists."
s-q3-p2-02,0.35,"This article addresses scientific workflow recommendation using LLMs, which is partially related to the target system as it involves scientific data analysis and AI. However, it focuses on recommending existing workflows from repositories rather than generating source code for data analysis, which is the core function of the target agentic AI system."
s-q3-p2-03,0.35,"This article studies LLM-generated research ideas for NLP tasks, which is partially related to scientific AI assistance. However, it focuses on research ideation rather than code generation for data analysis, and targets NLP researchers rather than data/natural scientists. The core functionality (supporting scientists in writing source code for data analysis) is not addressed."
s-q3-p2-04,0.15,"This article focuses on general perceptions, awareness, and attitudes of higher education students toward Generative AI tools in Saudi Arabia. While it discusses GenAI in research contexts, it does not address agentic AI systems, code generation, or tools specifically designed to support data scientists and natural scientists in writing source code for data analysis. It is a social science/education study about human perspectives on AI, not a technical study on AI systems for scientific code generation."
s-q3-p2-05,0.40,"This article describes ResearchAgent, an AI system for generating research ideas (problem identification, method development, experiment design) for scientific literature. While it targets scientific research and uses LLMs, it focuses on ideation rather than writing source code for data analysis. The target system specifically supports data scientists in writing code for data analysis, which is distinct from the research idea generation task described here."
s-q3-p2-06,0.10,"This article focuses on the Z-Inspection process for assessing trustworthy AI in healthcare and environmental monitoring domains. It addresses AI ethics and evaluation frameworks, but does not relate to agentic AI systems that assist scientists with writing data analysis code. The topic is only loosely connected to the target system as it discusses general AI trustworthiness assessment rather than code generation for scientific data analysis."
s-q3-p2-07,0.50,"The article discusses AgentRxiv, an agentic AI framework for autonomous scientific research and collaboration among LLM agents. While it touches on related areas like code generation for ML tasks (mle-solver module) and supports scientific discovery, its primary focus is on enabling agents to collaboratively generate research papers and discover reasoning techniques—not specifically on supporting data scientists or natural scientists in writing source code for data analysis. It is partially related as it addresses agentic AI for scientific purposes but does not directly target the code writing assistance use case described in the target system."
s-q3-p2-09,0.40,"This is a broad survey paper on generative AI that covers code generation as one of many applications (including GitHub Copilot, CodeBERT, CodeT5). However, it does not specifically address agentic AI systems or focus on supporting data scientists and natural scientists with writing source code for data analysis."
s-q3-p2-10,0.25,"The article focuses primarily on using ChatGPT for writing scientific manuscripts and peer-reviewed publications, not on agentic AI systems for generating source code. While it briefly mentions that AI tools can develop code for Python and other languages, this is a minor point in a paper centered on AI-assisted scientific writing, making it only loosely related to the target system of agentic AI for data analysis code generation."
s-q3-p3-01,0.10,"This article is a guide about using AI tools FOR cancer researchers, not an AI system that helps scientists write code. It covers AI applications in cancer research (image analysis, NLP, drug discovery) but does not address agentic AI or code generation for data analysis workflows."
s-q3-p3-03,0.95,"This article directly addresses the target system by evaluating LLM-based tools for code generation, data analysis, and data visualization specifically for scientific research contexts. It provides empirical evidence on how AI tools assist data scientists and natural scientists in writing source code for data analysis tasks, which matches the target system precisely."
s-q3-p3-04,0.40,"The article discusses LLMs used in chemistry and materials science, including some projects that generate code (e.g., sMolTalk for visualization code, MAPI-LLM for workflow creation). However, it focuses specifically on chemistry applications rather than general data analysis code generation for scientists, and does not directly address agentic AI systems for writing source code for data analysis."
s-q3-p3-06,0.40,"The article discusses ChatGPT's general code generation and debugging capabilities, which partially relates to AI-assisted programming. However, it does not address agentic AI systems specifically designed to support data scientists and natural scientists in writing data analysis code, nor does it cover automated agentic workflows for scientific code generation."
s-q3-p3-07,0.60,"The article is a broad survey on LLM-based autonomous AI agents that partially relates to the target system. It covers relevant topics including code generation benchmarks (SWE-Lancer, Agent-as-a-Judge), software engineering agents, Data Interpreter for data science workflows, and scientific discovery agents for materials science and biomedical research. However, it is a general survey covering many domains rather than being specifically focused on agentic AI systems that support data scientists and natural scientists in writing source code for data analysis."
