article_ID,requirement_type,requirement,exact_text_quote
c-q3-10,non-functional,The system shall complete research tasks in significantly shorter timeframes than traditional research processes.,"Notably, these achievements were accomplished within just 43 days, a time frame significantly shorter than the traditional research process, which could extend over a year"
c-q3-10,non-functional,The system shall achieve high precision in synthesizing predetermined properties of materials.,"With a tolerance margin of 10% in lg (core), the process parameters recommended through the established workflow demonstrated a striking accuracy rate of 56.25% (27/49)"
c-q3-10,non-functional,The system shall maintain consistency and reliability in experimental results through automated execution.,This system demonstrates a significant improvement in enhancing the efficiency and consistency of CVD experiments
c-q3-11,functional,"The system shall analyze manuscripts, code, and supplementary materials to generate structured Jupyter Notebooks and recommendations aimed at facilitating computational reproducibility.","an AI-driven Reproducibility Copilot that analyzes manuscripts, code, and supplementary materials to generate structured Jupyter Notebooks and recommendations aimed at facilitating computational, or rote, reproducibility"
c-q3-11,functional,The system shall detect missing hyperparameter values in code and documentation and provide recommendations to authors for clarification.,"missing values for hyperparameters, undocumented preprocessing steps, and incomplete or inaccessible datasets"
c-q3-11,functional,The system shall detect incomplete or inaccessible datasets referenced in manuscripts and code and propose resolution steps.,"missing or ambiguous information. Through successive design iterations, four modules were designed and implemented in our prototype: 1. Hyperparameter Checker: Analyzes code and documentation to identify critical hyperparameter values that are missing or ambiguous. Recommends clarifications to the authors. 2. Dataset Checker: Scans the manuscript and code for data usage, verifying the presence of direct links to datasets. Flags missing datasets and proposes resolution steps."
c-q3-11,functional,The system shall examine code to detect missing snippets essential for experiment replication.,Code Checker: Examines the code to detect missing snippets essential for experiment replication.
c-q3-11,functional,The system shall assess inline comments and code structure to evaluate readability and comprehensibility and generate clarifications for unclear segments.,Documentation Checker: Assesses inline comments and code structure to evaluate readability and comprehensibility. Generates clarifications for unclear segments.
c-q3-11,functional,The system shall annotate manuscript PDFs with targeted highlights and margin comments to inform authors about reproducibility issues.,the final list produced by each module is used by the system to annotate the manuscript PDF with targeted highlights and margin comments
c-q3-11,functional,The system shall insert inline feedback within code files to provide actionable recommendations to authors.,and inserts inline feedback within code files
c-q3-11,functional,"The system shall generate a reproducibility-focused Jupyter Notebook structured around the logical flow of the original study, using placeholders where information is missing.","One of the first steps of the Reproducibility Copilot is to generate a reproducibility-focused Jupyter Notebook for the reader. This Notebook is structured around the logical flow of the original study, using placeholders where information is missing from the authors."
c-q3-11,functional,The system shall focus on reproducing figures and tables from the study as the primary reproducible content targets.,"We have observed that most results tend to appear in figures or tables. So, for simplicity, results that are not mentioned in any table or figure are effectively ignored in the current implementation."
c-q3-11,non-functional,The system shall reduce the time required to reproduce scientific research from over 30 hours to approximately 1 hour.,"for a paper that previously took 30 hours to reproduce, our copilot could produce recommendations which, if followed, would reduce the time to reproduce the paper to approximately one hour"
c-q3-11,non-functional,"The system shall achieve high coverage of figures, tables, and results suitable for computational reproduction.","while achieving high coverage of figures, tables, and results suitable for computational reproduction"
c-q3-11,non-functional,"The system shall function with the manuscript alone, generating PDF highlights to identify missing reproducibility information, while code and additional docs enhance results.","While code and additional docs enhance results, they are optional - the system can function with the manuscript alone, generating PDF highlights to identify missing reproducibility information."
c-q3-11,non-functional,The system shall converge within one or two iterations during the reproducibility analysis process.,We observed that the iterative process of our system typically converges within one or two iterations.
c-q3-11,functional,The system shall generate diagnostic code to validate whether data meet requirements specified by the authors.,The system could also generate diagnostic code to validate whether the data meet the requirements specified by the authors.
c-q3-11,functional,The system shall detect major inconsistencies between reproduced results and claims in the original paper.,"the system should at least detect major inconsistencies. For example, if the paper claims that five clusters were found in a dataset, but the system’s reproduction produces none, that discrepancy could prompt the system to recommend further investigation."
c-q3-15,functional,"The system shall assist researchers in organizing complex data analysis workflows, experimental details, and analytical parameters into clear, structured formats.","Another important strength of AI lies in organizing complex experimental details, such as sample preparation workflows, analytical instrumentation settings, and validation parameters, into clear, structured formats."
c-q3-15,functional,The system shall assist in identifying gaps in existing literature and research during data analysis review.,"AI can also assist in identifying gaps in the literature during review writing, generating indices for drafts, suggesting keywords and titles, and designing tables."
c-q3-15,functional,The system shall provide suggestions for improving the logical flow and organization of data analysis documentation.,suggesting paragraph reorganization to improve logical flow
c-q3-15,functional,The system shall assist in generating initial drafts of data analysis documentation based on minimal prompts or preliminary input data.,These tools are commonly employed to produce initial drafts of key sections based on minimal prompts or preliminary input data.
c-q3-15,functional,"The system shall support the classification and organization of research articles and analytical methods, assisting researchers in mapping the analytical landscape of a given topic.","Beyond simply locating relevant papers, AI also supports the classification and organization of articles, assisting researchers in mapping out the analytical landscape of a given topic."
c-q3-15,functional,"The system shall extract and summarize methodologies, analytical parameters, and key results from research documents and present them in structured formats.","These systems can extract and summarize methodologies, analytical parameters, and key results, often presenting them in structured formats, such as comparison tables or visual summaries."
c-q3-15,non-functional,The system shall require human oversight to ensure analytical judgment and domain expertise are applied to validate AI-generated outputs.,"Given our expertise, AI can significantly streamline the review process. However, its contribution should be viewed as complementary rather than substitutive, supporting researchers without replacing the analytical judgment that defines robust scientific scholarship."
c-q3-15,non-functional,The system shall output quality that depends on the quality and specificity of user prompts.,"It is well-known that the quality of AI-generated output strongly depends on three key factors: (a) the quality and specificity of the prompt, (b) the training of the AI-Chatbot, and (c) whether the user is operating with a premium or free version of the tool."
c-q3-15,non-functional,The system shall not replace the researcher but shall relieve them of tedious and routine tasks.,"They concluded that AI can be a good tool for an analyst, as it can relieve him of tedious and routine tasks, but it cannot replace the analyst."
c-q3-15,non-functional,The system shall enhance reproducibility when dealing with heterogeneous and high-dimensional data sets.,"AI-based tools not only accelerate workflows but also enhance reproducibility, especially when dealing with heterogeneous and high-dimensional data sets."
c-q3-16,functional,"The system shall autonomously generate research hypotheses by searching and validating novelty, breakthrough potential, and feasibility.","a hypothesis formulation engine that identifies potential research questions and testable predictions by searching and validating novelty, breakthrough potential, and feasibility"
c-q3-16,functional,The system shall design experimental methodologies with pre-registration reports following Open Science Framework guidelines.,"an experimental protocol engine that designs methodologies, presented as a pre-registration report following Open Science Framework guidelines"
c-q3-16,functional,"The system shall develop and execute transparent data processing pipelines covering raw data cleaning, outlier analysis, statistical testing, and interpretation of outcomes.","a data analysis engine that designs and executes a transparent processing pipeline, covering raw data cleaning, outlier analysis, statistical testing, and interpretation of outcomes"
c-q3-16,functional,"The system shall autonomously write, debug, and optimize statistical analysis code through iterative refinement.",The data analysis agents successfully implemented mixed-effects models and multi-level modelling; handled 279 heterogeneous raw data CSV files; and created 14 – 23 derived CSV files for statistical analysis
c-q3-16,functional,The system shall create visualizations including figures and tables to illustrate experimental results.,a visualisation engine which designs and constructs a set of figures and tables to illustrate results collated across experiments
c-q3-16,functional,The system shall validate citations using doi.org to verify authenticity of references.,"the writing agents utilise a validation tool built on doi.org to verify the authenticity of each reference, enabling correction of fabricated or inaccurate references prior to incorporation in the full manuscript"
c-q3-16,functional,The system shall perform power analysis to determine appropriate sample sizes for research.,"the method agent engages a power analysis agent instead of relying on arbitrary conventions. Specifically, the power analysis agent independently conducts the necessary calculations to determine a sample size for the research which satisfies scientific standards while meeting practical constraints"
c-q3-16,functional,The system shall conduct literature searches across academic databases to inform research decisions.,"The search engine facilitates three depths of inquiry: (1) broad academic database searches via the APIs for Semantic Scholar, OpenAlex, and PubMed, (2) within-text multi-article d-RAG queries (akin to 'PaperQA-2'), and (3) paper-specific question-answering"
c-q3-16,non-functional,The system shall sustain coherent coding and statistical reasoning for extended periods exceeding eight hours without human intervention.,"These agents also showed temporal persistence without human intervention (mean runtime: 8h 32m; SD = 3h 22m), exhibiting goal-directed behaviour to successfully generate functional debugged statistical code"
c-q3-16,non-functional,The system shall generate analysis code through iterative propose-validate-refine cycles until acceptance criteria are satisfied.,Each orchestrator independently works to complete assigned goals by iterating through a propose-validate-refine process akin to the 'Self-Refine' algorithm
c-q3-16,non-functional,"The system shall implement safety measures including timeout management, storage monitoring, and package verification for autonomous code execution.","Autonomous code execution is constrained to a timeout dynamically managed by the coding agent, but only up to a ceiling hard limit, preventing excessive runtime while maintaining sufficient flexibility for computationally intensive processes such as statistical modelling. Storage consumption of the code is also continuously monitored and bounded by hard limits to prevent excessive memory use by the system"
c-q3-16,non-functional,The system shall maintain dynamic memory to preserve context and knowledge across extended research workflows.,"the d-RAG provides dynamic memory which augments each agent with the cognitive flexibility, prior knowledge, and specific information necessary to carry out its task. Instead of using the same reference material regardless of context, the d-RAG creates and evolves specialised knowledge repositories for each research direction traversed"
c-q3-16,non-functional,"The system shall implement self-evaluation protocols to assess evidence quality, logical coherence, and rigour.","the system implements explicit self-evaluation protocols that assess evidence quality, logical coherence, and rigour"
c-q3-16,non-functional,The system shall decompose complex scientific workflows into manageable components for verification and refinement.,"parameterisation of logical reasoning steps, conceptually aligned with 'least-to-most' prompting identifies constituent task components. This improves the tractability and transparency of multi-stage scientific workflows and enables verification and refinement of each component to maintain step-level precision"
c-q3-17,functional,The system shall provide explanations for generated code to help scientists understand the underlying logic and avoid illusions of explanatory depth.,"Predictive AI models often lack interpretability, a property that is important for advancing scientific theories"
c-q3-17,non-functional,The system shall support diverse methodological approaches to data analysis to prevent monocultures of knowing in scientific research.,"The efficiencies offered by AI tools can foster the growth of scientific monocultures, in which certain forms of knowledge production come to dominate all the rest"
c-q3-17,functional,The system shall enable scientists to retain critical oversight by supporting tasks within their domain of expertise rather than replacing human understanding.,"there may also be cases in which risks are low, such as using AI for routine tasks (such as composing emails) or tasks within one's domain of expertise (such as developing code that one is capable of programming oneself, given enough time)"
c-q3-17,non-functional,The system shall facilitate collaboration among cognitively and demographically diverse teams to strengthen scientific validity.,interdisciplinary teams produce more valid and trustworthy AI research in biology and medicine
c-q3-17,functional,The system shall clearly communicate the limitations and uncertainty of its code outputs to prevent overconfidence in AI-assisted analysis.,scientists using AI tools for their research may experience an illusion of explanatory depth
c-q3-17,non-functional,The system shall avoid reinforcing biases embedded in training data that could narrow the scope of scientific inquiry.,AI tools actually embed the standpoints of their training data and their developers
c-q4-01,functional,"The system shall support data processing functions including data transformation, filtering, calculation, and serialization for data analysis tasks.","The main function implemented by Copilot is data processing, indicating that developers tend to make use of Copilot to write functions working with data."
c-q4-01,functional,The system shall support Python as a primary programming language for data analysis code generation.,"JavaScript and Python are the most frequently used ones, both accounting for one fifth."
c-q4-01,functional,The system shall integrate with Visual Studio Code as the primary IDE for data analysis workflows.,"Visual Studio Code is the dominant IDE, accounting for 46.0%."
c-q4-01,functional,"The system shall support integration with data science technologies and libraries including Pandas, PyTorch, OpenCV, and machine learning frameworks.","The rest of the identified technologies, many of which relate to machine learning (e.g., Pandas, Dlib, and OpenCV) or front-end development (e.g., Htmx, Vanilla JS, and Next.js), are rarely used with Copilot, and each of them appears only once."
c-q4-01,functional,The system shall generate useful code that reduces developer workload and provides assistance when developers have no idea about how to write code.,"Most developers mentioned that they used Copilot for useful code generation, which reduced their workload and gave them help when they have no idea about how to write code."
c-q4-01,functional,The system shall adapt to users' coding practices and code patterns to provide personalized suggestions.,"Copilot can use machine learning models to learn code style of developers, so as to offer good adaptation to users' code patterns."
c-q4-01,functional,The system shall provide code interpretation and explanation capabilities to help users understand generated code.,Does Copilot have the code explanation feature or something similar? It does! some active members were given beta access.
c-q4-01,non-functional,The system shall generate code that is shorter and more correct compared to code written by developers themselves to achieve better code quality.,"Compared to the code written by developers themselves, the code suggested by Copilot is usually shorter and more correct, as one developer said, 'often Copilot is smarter than me'."
c-q4-01,non-functional,The system shall reduce programming time and enable faster development for data analysis tasks.,"Programming with Copilot also brings faster development, as one discussion remarked, Copilot 'saves developers a lot of time'."
c-q4-01,non-functional,The system shall provide a better user experience compared to other AI-assisted programming tools.,"Three developers mentioned that Copilot can give them better user experience than other AI-assisted programming tools, for example, one developer stated that 'Copilot works totally different compared to all the other products out there, it is a lot more fun to use and does not annoy me like some other AI systems'."
c-q4-01,non-functional,The system shall ensure code privacy and protect user code information from unauthorized use.,"When using Copilot, developers pay much attention to code privacy threat as well. They were worried that Copilot may use their code information without permission."
c-q4-01,non-functional,The system shall generate code of acceptable quality even when code files become larger.,"Some practitioners found that when the code files became larger, the quality of the code suggested by Copilot 'becomes unacceptable'."
c-q4-01,non-functional,The system shall provide frequent updates to add new features and improvements.,"Keep in mind that there are updates to the plugin very frequently, so there's still hope."
c-q4-01,non-functional,The system shall be accessible to students at low or no cost.,"If you are a student you can sign up for the GitHub Student Pack, which gives a lot of benefits, one being copilot for free."
c-q4-01,non-functional,The system shall support integration with multiple mainstream IDEs including IntelliJ IDEA and PyCharm commonly used for data analysis.,"Mainstream code editors, including Visual Studio, IntelliJ IDEA, NeoVim, and PyCharm are also occasionally used, account for 39.9% in total."
c-q4-01,non-functional,The system shall provide clear and understandable generated code to avoid difficulty of understanding the generated code.,"I really do not understand this enough, and have no idea half of what this code does honestly. It was written by Copilot."
c-q4-01,non-functional,The system shall not provide outdated suggestions and should incorporate current best practices.,making sure that the tool does not provide outdated suggestions would still be a challenge
c-q4-05,functional,"The system shall generate code suggestions based on the user's code context, function names, and comments.","By collecting contextual information like function names and comments, Copilot is able to generate code snippets in a variety of programming languages (e.g., Python, C++, Java)"
c-q4-05,functional,"The system shall support multiple programming languages including Python, C++, and Java.","Copilot is able to generate code snippets in a variety of programming languages (e.g., Python, C++, Java)"
c-q4-05,functional,The system shall integrate with multiple Integrated Development Environments and code editors.,"Copilot has been designed to work with a wide range of Integrated Development Environments (IDEs) and code editors, such as VSCode, Visual Studio, Neovim, and JetBrains"
c-q4-05,functional,The system shall provide user authentication and access control capabilities.,"Copilot requires users to log in to their GitHub account before using the service. Only users with access permissions (including paid subscriptions, student identity verification, etc.) can use the code generation service of Copilot."
c-q4-05,functional,"The system shall allow users to accept, reject, or navigate through multiple code suggestions.","Copilot offers various interactive features to better engage with users, such as 'previous/next suggestion', 'viewing all suggestions', and 'configuration of shortcut keys to accept suggestions'."
c-q4-05,functional,The system shall provide configuration options for customizing code suggestion behavior.,"The extent to which the behavior of Copilot can adapt well to user coding habits is a vital factor in their decision to use Copilot. Therefore, providing flexible and user-friendly customization options is highly beneficial."
c-q4-05,functional,The system shall allow users to accept code suggestions word-by-word or line-by-line.,Common requests include the ability to accept Copilot's suggestions word by word and to specify where Copilot should automatically operate in terms of file types or code development scopes.
c-q4-05,functional,The system shall provide code explanation functionality to help users understand suggested code.,"Some users mentioned that the code suggestions generated by Copilot are excessively long, resulting in reduced readability. This indicates that when Copilot provides relatively complex suggestions, or when users lack coding experience in a particular domain, understanding the code logic and verifying its correctness can be time-consuming."
c-q4-05,functional,The system shall generate code suggestions based on multiple files within a project context.,"a user requested that Copilot should be able to 'look at the context of a project with multiple files', rather than generate code suggestions based on the context in a single file"
c-q4-05,non-functional,The system shall generate code suggestions that are syntactically correct and free of syntax errors.,"the suggestions generated by Copilot may contain syntax errors that prevent the program from running properly. For example, a user found that the code suggestions provided by Copilot 'missed curly brackets, leading to erroneous code when accepting suggestion'"
c-q4-05,non-functional,The system shall generate code suggestions that are functionally correct and bug-free.,"SUGGESTION WITH BUGS refers to the situation where Copilot is able to generate relevant code based on the context, but the suggested code contains some bugs. This can result in the program being able to run, but not as the developer intended, or in some cases, it may cause errors or crashes."
c-q4-05,non-functional,The system shall generate code suggestions that do not introduce security vulnerabilities.,"INSECURE SUGGESTION refers to the code suggestions generated by Copilot that introduce security vulnerabilities. For example, a user indicated that the code suggestion lacked accountability for the sizes being read"
c-q4-05,non-functional,The system shall generate code suggestions that are efficient and optimized.,"LESS EFFICIENT SUGGESTION refers to the code suggestions generated by Copilot that are functionally correct and meet the requirements of users, but may suffer from suboptimal execution efficiency or convoluted logic, potentially impacting the overall quality of the code."
c-q4-05,non-functional,The system shall provide timely code suggestions with acceptable response times.,"POOR PERFORMANCE refers to performance issues that occur when Copilot is running, which directly impacts the user experience. These problems include high CPU usage, long response times, and overly frequent server access. For example, a user complained that Copilot took 'around 1–2 min for it to show one suggestion' on VSCode, which was very slow"
c-q4-05,non-functional,The system shall be compatible with various IDE versions and configurations.,"Editor/IDE Compatibility Issue (EICI) refers to situations where the code editors and IDEs is not compatible with Copilot, resulting in various anomalies when using Copilot. For example, a user was 'unable to install GitHub Copilot extension in Visual Studio 2022 Enterprise', because the version of his IDE was outdated, resulting in its incompatibility with Copilot"
c-q4-05,non-functional,The system shall maintain network connectivity and handle connection errors gracefully.,"Network Connection Error (NCE) refers to the disruptions in the network communication between the user side and the Copilot server side, resulting in an inability for users to utilize the code generation service of Copilot."
c-q4-05,non-functional,The system shall protect user code privacy and not collect code for unintended purposes.,"CODE TELEMETRY ISSUE refers to the concerns expressed by users regarding Copilot collecting their code to generate suggestions, which may potentially result in the leakage of confidential code. Some users may also simply be unwilling to have their own code, as well as the code generated by Copilot for them, collected for other purposes."
c-q4-05,non-functional,The system shall generate comprehensible code suggestions that users can understand and verify.,"INCOMPREHENSIBLE SUGGESTION refers to the situation where Copilot provides potentially useful code suggestions, but due to the complexity of the code or user's lack of experience, they found it challenging to comprehend the suggested code and need more time to verify its correctness."
c-q4-05,non-functional,The system shall provide diverse code suggestions to inspire users.,"Observations from some instances of User Experience Issue have shown how users can be disappointed when all 10 code suggestions provided by Copilot lack diversity. In fact, in addition to the improvement in code quality, diverse coding suggestions are essential for satisfying the needs of users for more inspirational code."
c-q4-05,non-functional,The system shall generate relevant code suggestions that align with user intent.,NONSENSICAL SUGGESTION refers to the code suggestions provided by Copilot that are completely irrelevant to the needs of users. Such suggestions are considered almost unusable and provide little heuristic assistance to the user.
c-q4-06,functional,The system shall generate syntactically correct and contextually relevant code snippets across a diverse array of programming languages.,"It is adept at generating syntactically correct and contextually relevant code snippets across a diverse array of programming languages such as Java, Python, C#, C++, and others"
c-q4-06,functional,The system shall provide code suggestions in a timely manner regardless of task complexity.,"GitHub Copilot consistently generated code suggestions in a timely manner, regardless of task complexity, contrasting with the varying time human engineers need for more complex tasks"
c-q4-06,functional,The system shall generate comprehensive comments that elucidate the purpose and functionality of the code.,"The tool not only produces code but is also capable of generating comprehensive comments that elucidate the purpose and functionality of the code, given the current context within the development environment"
c-q4-06,functional,The system shall integrate with common Integrated Development Environments.,"GitHub Copilot is compatibility with a range of Integrated Development Environments (IDEs), including Visual Studio Code, Neovim, JetBrains suite, and GitHub Codespaces"
c-q4-06,functional,The system shall improve user productivity by reducing time spent solving programming problems.,Copilot improves the productivity of ANZ engineers by 42.36% on an average
c-q4-06,functional,The system shall reduce the number of bugs in the generated code.,"The code produced by Copilot participants contained fewer code smells and bugs on average, meaning it would be more maintainable and less likely to break in production"
c-q4-06,functional,The system shall reduce the number of code smells in the generated code.,"The code produced by Copilot participants contained fewer code smells and bugs on average, meaning it would be more maintainable and less likely to break in production"
c-q4-06,functional,The system shall assist users in reviewing and understanding existing code.,They felt it helped them review and understand existing code
c-q4-06,functional,The system shall assist users in creating unit tests for their code.,They felt it had a positive effect on their ability to create unit tests for their code
c-q4-06,functional,The system shall assist users in creating documentation for their code.,They felt it had a positive effect on their ability to create documentation of their code
c-q4-06,non-functional,The system shall provide suggestions that align with project coding standards.,Suggestions' alignment with project's coding standards Well
c-q4-06,non-functional,The system shall provide code suggestions that are at least somewhat helpful to users.,Quality of suggestions received Somewhat helpful
c-q4-08,functional,The system shall suggest code that follows language idioms and paradigms for the programming language being used.,Copilot does not follow language idioms and avoid code smells in most of our test scenarios.
c-q4-08,functional,The system shall suggest code that avoids code smells and follows best practices from widely accepted coding style guides.,The results show that Copilot did not suggest the recommended best practice as its first suggestion in the majority (88%) of the best practices we tested.
c-q4-08,functional,The system shall detect and adapt to the coding style guidelines used in the user's project.,AI-supported code completion tools like Copilot should follow coding style guides and adapt their code suggestions to match the coding style used in the project.
c-q4-08,functional,The system shall suggest optimized code solutions as the first suggestion rather than requiring users to scroll through multiple options.,The ideal behavior for AI-supported code completion tools like Copilot is to detect the coding style guideline from existing code or a coding style document in the project and always suggest code that follows the guidelines.
c-q4-08,functional,The system shall suggest code that covers all functional requirements of the given programming task and handles edge cases.,The solution suggested is not required to cover all the edge cases for that programming task.
c-q4-08,non-functional,The system shall provide code suggestions within a timeframe that maintains developer productivity.,"We assume that AI-supported code completion tools like Copilot are productivity tools, and the user should be saving time as opposed to writing the optimal way without using AI-supported code completion tools."
c-q4-08,functional,The system shall suggest code that is syntactically correct and compiles without errors.,This level includes the most basic programming functionality like suggesting code that has correct syntax and has no errors in code compilations.
c-q4-08,functional,The system shall suggest code that correctly solves the given programming task.,AI-supported code completion tools at this level should be capable of suggesting code that is not only syntactically correct but also solves the programming task.
c-q4-08,non-functional,The system shall be regularly updated to reflect new changes in coding practices and programming language evolution.,This makes AI-supported code completion tools be updated regularly to reflect new changes in coding practices and design processes of software development.
c-q4-08,functional,The system shall identify common patterns and paradigms in public code repositories and use them in code suggestions.,The capabilities required by AI-supported code completion tools to satisfy paradigms and idioms level of software abstraction are as follows: 1) Identify common patterns like paradigms and language idioms in public code repositories (training data).
c-q4-11,functional,"The system shall suggest code snippets, auto-complete syntax, and provide contextual guidance based on the code being written.","These tools employ advanced machine learning algorithms and natural language processing techniques to suggest code snippets, auto-complete syntax, and provide contextual guidance."
c-q4-11,functional,"The system shall analyze the context of the code being written, including variables, functions, and surrounding code, to provide code suggestions.","Copilot works within the IDE by analyzing the context of the code being written, including variables, functions, and surrounding code, to provide code suggestions."
c-q4-11,functional,The system shall generate code that passes the available test cases for the method under analysis.,"We then launched the test cases available with the project to determine the semantically incorrect methods, that is, the methods that fail with at least one of the available test cases."
c-q4-11,functional,The system shall generate code that adheres to the coding style of the target project.,AI-based code assistants should ideally generate code that readily fits into the target project.
c-q4-11,functional,The system shall handle methods with dependencies from other methods in the same class.,"We distinguish between self-contained methods, methods with intra-class dependencies, and methods with external dependencies."
c-q4-11,non-functional,The system shall generate code with a level of complexity similar to the code implemented by developers.,"An effective AI-driven code completion tool should be able to generate code that is not overly complex, promoting better code quality."
c-q4-11,non-functional,The system shall generate efficient code that performs comparably to developer-written code.,"the generated code has usually an efficiency that is either aligned with the developers' code or faster, for a number of cases between 87% (ChatGPT) to 100% (Tabnine)."
c-q4-11,non-functional,The system shall generate code of similar size to the code implemented by developers.,"the four approaches all generated code of a similar size to the code implemented by the developers, with no remarkable differences among techniques"
c-q4-11,non-functional,The system shall improve effectiveness when handling methods with dependencies outside single class boundaries.,The effectiveness of these solutions dramatically decreases when dealing with dependencies outside the boundaries of single classes.
c-q4-11,non-functional,"The system shall generate code that requires manual inspection to verify correctness, as test cases alone are insufficient.","Results show a significant gap between the number of plausible and correct methods, for all the AI-based assistants."
c-q4-12,functional,The system shall enhance productivity in routine coding activities for data analysis tasks.,Copilot enhances productivity in routine coding activities
c-q4-12,functional,The system shall generate context-specific code solutions based on minimal user input.,"These tools leverage large-scale language models to generate context-specific code solutions based on minimal input from the user, potentially enhancing coding efficiency"
c-q4-12,non-functional,The system shall not be solely relied upon for tasks requiring deep problem-solving skills in data analysis.,it is insufficient for tasks requiring deep problem-solving skills
c-q4-12,non-functional,The system shall support the development of users' independent problem-solving abilities rather than creating dependency.,a significant performance decline in AI-free tasks suggests a dependency on Copilot that may hinder the development of essential independent problem-solving abilities
c-q4-12,non-functional,The system shall provide clear guidelines on responsible AI usage to address user uncertainty.,40.6% of students expressing uncertainty about responsible AI usage and potential over-reliance
c-q4-12,non-functional,The system shall not inhibit development of critical thinking and problem-solving skills.,immediate access to code suggestions may inhibit the development of critical thinking and problem-solving skills among students
c-q4-12,non-functional,The system shall acknowledge that its outputs are not guaranteed to be correct due to machine learning limitations.,"AI tools rely on machine learning techniques, meaning their outputs are not guaranteed to be correct"
c-q4-12,non-functional,The system shall provide feedback that promotes deep engagement with programming concepts rather than surface-level understanding.,"Reliance on AI-generated solutions could reduce opportunities for students to engage deeply with programming concepts and algorithms, potentially fostering dependency"
c-q4-12,non-functional,The system shall include mechanisms to reduce extraneous cognitive load while preserving germane cognitive load necessary for meaningful learning.,"while reducing extraneous cognitive load can be beneficial, over-reliance on assistance impedes the development of germane cognitive load necessary for meaningful learning"
c-q4-13,functional,The system shall generate code from natural language descriptions or informal specifications provided by users.,"LLMs can also process existing code and take over tedious tasks like debugging and bug fixing [39, 42, 54] or generating explanations, documentation, and test cases [58, 59]."
c-q4-13,functional,The system shall provide auto-complete code suggestions that appear inline as users type in their coding environment.,"The Auto-complete (Copilot) condition uses the GitHub Copilot extension for the auto-completion suggestions of code snippets as the user types in place, i.e., directly behind the cursor."
c-q4-13,functional,The system shall support conversational interactions where users can prompt the system using natural language and receive code responses.,"The Conversational (chatbot)) condition uses a chat panel integrated into VSC... Working with GPT3 models under the hood, both systems are subject to the limitations of these models."
c-q4-13,functional,"The system shall allow users to accept, reject, or refine code suggestions generated by the AI.","Users can then choose to accept the suggestion, which is inserted into the editor. Alternatively, users simply continue typing their code when they reject the suggestion."
c-q4-13,functional,The system shall provide code snippets that can be inserted into the user's existing code base.,"Likewise, code generated in the chat interface can be inserted with the click of a button."
c-q4-13,functional,"The system shall support data analysis programming tasks including text analysis, data transformation, and file processing.","Task A Text Analysis: For the text analysis task, participants had to perform text analysis of a scraped website... Task B CSV Transformation: The CSV transformation task requires participants to read and write a CSV file... Task C PDF Editing: In the final task, participants were asked to generate a PDF from a template and add text to it."
c-q4-13,non-functional,The system shall significantly increase developer productivity measured by requirements implemented per unit of time.,The assistance of AI tools allowed participants to complete the implementation of the provided requirements significantly faster.
c-q4-13,non-functional,The system shall reduce the time required to complete programming tasks.,Using Copilot led to a significant reduction in task completion time by more than half.
c-q4-13,non-functional,The system shall produce code of quality comparable to human-written code.,"The very similar quality of the resulting code can be considered a positive, though, meaning that the AI assistants produce code that is about equally good as what a human can produce."
c-q4-13,non-functional,The system shall increase user satisfaction compared to traditional coding without AI assistance.,"User satisfaction, as recorded via the AttrakDiff questionnaire, varied most notably between the baseline and the auto-complete condition, where we found significant differences in all three sub-categories."
c-q4-13,non-functional,The system shall enable users to produce more code output per unit of time.,"We determined a significant increase in how many characters each of the participants typed out per minute in the two AI assistant conditions, compared to the control condition."
c-q4-13,non-functional,The system shall support users with varying levels of prior programming experience.,"We only required participants who have basic knowledge of the Python programming language to participate in the study. General knowledge of the syntax was sufficient, though."
c-q4-14,functional,The system shall provide bug detection capabilities to identify issues in code generated by data scientists and natural scientists.,"provides bug detection, fix suggestions, and automated test case generation directly within the development environment"
c-q4-14,functional,The system shall generate automated test cases for code written by data scientists and natural scientists.,"provides bug detection, fix suggestions, and automated test case generation directly within the development environment"
c-q4-14,functional,The system shall provide fix suggestions for detected bugs in data analysis code.,"provides bug detection, fix suggestions, and automated test case generation directly within the development environment"
c-q4-14,functional,The system shall retrieve contextual information from the codebase to enhance code generation and analysis.,retrieves contextual information with the context-based RAG retriever
c-q4-14,functional,The system shall proactively monitor changes in the user's code and adapt its responses accordingly.,"proactively monitors changes in the codebase, retrieves contextual information with the context-based RAG retriever"
c-q4-14,functional,The system shall integrate with the user's development environment to deliver assistance synchronized with code updates.,"seamlessly integrates with the development environment to deliver bug detection, fix suggestions, and test case generation in sync with codebase updates"
c-q4-14,functional,"The system shall construct context-aware prompts that incorporate retrieved content, user interaction history, and contextual information.","integrates retrieved content, user interaction history, and contextual information to generate effective prompts"
c-q4-14,non-functional,The system shall achieve high bug detection accuracy to ensure reliability of generated data analysis code.,achieving a 31.2% improvement in bug detection accuracy
c-q4-14,non-functional,The system shall prioritize coverage of critical code paths relevant to the application's functionality.,a 12.6% increase in critical test coverage
c-q4-14,non-functional,The system shall improve testing efficiency by reducing execution time per detected bug.,the overall execution time per detected bug was reduced from 0.68 seconds to 0.42 seconds
c-q4-14,non-functional,The system shall adapt and refine its strategies in real time responding to ongoing changes within the codebase.,"allows the system to adapt and refine testing strategies in real time, responding to ongoing changes within the codebase"
