article_ID,requirement_type,requirement,exact_text_quote
c-q2-20,non-functional,The system shall return a usable response within a measurable time-to-insight duration.,Time to insight - the duration (in seconds) taken by Copilot to return a usable response.
c-q3-01,functional,The system shall adapt and enhance models in real-time as new data becomes available.,"Moreover, these systems can adapt and enhance their models in real-time as new data becomes available, ensuring that predictions remain accurate and relevant"
c-q3-01,functional,The system shall adjust experimental parameters in real time based on incoming data to ensure optimal resource utilization and maximize information obtained from each experiment.,"The AI can adjust experimental parameters in real-time based on incoming data, ensuring optimal resource utilization and maximizing the information obtained from each experiment."
c-q3-01,functional,The system shall analyze multi-dimensional datasets using machine learning algorithms and neural networks to uncover hidden connections.,"By employing machine learning algorithms and neural networks, AI copilots can analyze multi-dimensional datasets, uncover hidden connections and generate insights that drive scientific advancements"
c-q3-01,functional,"The system shall augment human researchers by facilitating more efficient hypothesis generation, experimental design, and data analysis.","AI-driven copilots as potent tools that augment the capabilities of human researchers, facilitating more efficient hypothesis generation, experimental design and data analysis."
c-q3-01,functional,The system shall automate aspects of data collection and experimentation by designing and optimizing experimental protocols and operating laboratory equipment with minimal human intervention.,"These systems can design and optimize experimental protocols, operate laboratory equipment and manage complex experimental setups with minimal human intervention."
c-q3-01,functional,The system shall conduct large-scale simulations to explore multiple scenarios and hypotheses simultaneously.,"AI copilots can also conduct large-scale simulations, exploring multiple scenarios and hypotheses simultaneously to guide experimental design and resource allocation"
c-q3-01,functional,The system shall continuously learn and refine analytical capabilities to stay current with latest statistical techniques and methodologies.,"These systems also possess the ability to continuously learn and refine their analytical capabilities, staying abreast of the latest statistical techniques and methodologies"
c-q3-01,functional,The system shall continuously learn and refine its analytical capabilities by staying abreast of the latest statistical techniques and methodologies.,"These systems also possess the ability to continuously learn and refine their analytical capabilities, staying abreast of the latest statistical techniques and methodologies."
c-q3-01,functional,The system shall develop and refine complex predictive models that simulate real-world phenomena using machine learning techniques.,"These sophisticated systems can develop and refine complex models that simulate real-world phenomena with exceptional accuracy and efficiency. By leveraging machine learning techniques and extensive datasets, AI copilots can create predictive models that capture intricate relationships and dynamics within scientific systems"
c-q3-01,functional,The system shall enhance reproducibility of results by standardizing data processing techniques and reducing human bias in analysis.,AI copilots enhance the reproducibility of results by standardizing data processing techniques and reducing human bias in analysis.
c-q3-01,functional,The system shall generate comprehensive summaries of current research using natural language processing and semantic analysis.,"Through the use of natural language processing and semantic analysis, AI copilots can comprehend complex scientific concepts and relationships across various fields of study. They are capable of generating comprehensive summaries of current research"
c-q3-01,functional,The system shall handle diverse data types and adapt analytical methods to suit specific research contexts.,"They are proficient in handling diverse data types, ranging from genomic sequences to astronomical data and can adapt their analytical methods to suit specific research contexts"
c-q3-01,functional,"The system shall optimize model parameters, identify critical variables and quantify uncertainties in predictions.","They excel in optimizing model parameters, identifying critical variables and quantifying uncertainties in predictions"
c-q3-01,functional,The system shall process vast quantities of complex data with remarkable speed to identify subtle patterns and correlations in scientific research.,"These advanced systems are capable of processing vast quantities of complex data with remarkable speed, identifying subtle patterns and correlations that may elude human researchers"
c-q3-01,functional,The system shall process vast quantities of complex data with remarkable speed to support data analysis tasks.,"These advanced systems are capable of processing vast quantities of complex data with remarkable speed, identifying subtle patterns and correlations that may elude human researchers"
c-q3-01,functional,The system shall propose alternative approaches or additional experiments based on emerging results to help researchers adapt promptly.,"The AI can also propose alternative approaches or additional experiments based on emerging results, assisting researchers in quickly adapting when necessary."
c-q3-01,functional,The system shall propose alternative approaches or additional experiments based on emerging results.,"The AI can also propose alternative approaches or additional experiments based on emerging results, assisting researchers in quickly adapting when necessary"
c-q3-01,functional,The system shall provide real-time analysis capabilities by immediately processing and analyzing data as it is collected.,"As data is collected, the AI can immediately process and analyze it, identifying patterns, anomalies and potential insights"
c-q3-01,functional,"The system shall provide robust real-time analysis capabilities and decision-making support by immediately processing and analyzing collected data to identify patterns, anomalies, and potential insights.","As data is collected, the AI can immediately process and analyze it, identifying patterns, anomalies and potential insights."
c-q3-01,functional,The system shall scan and analyze scientific publications to extract relevant information and identify key trends and gaps in existing knowledge.,"intelligent systems can rapidly scan and analyze extensive collections of scientific publications, extracting relevant information and identifying key trends and gaps in existing knowledge"
c-q3-01,functional,The system shall standardize data processing techniques to enhance reproducibility and reduce human bias in analysis.,"Furthermore, AI copilots enhance the reproducibility of results by standardizing data processing techniques and reducing human bias in analysis"
c-q3-01,non-functional,The system shall address potential biases in training data and algorithms to ensure fair and equitable analysis.,"In the realm of scientific research, AI-driven copilots must address the potential biases inherent in their training data and algorithms. Such biases may lead to skewed hypotheses, experimental designs or interpretations of findings, potentially exacerbating existing disparities in scientific knowledge"
c-q3-01,non-functional,"The system shall address potential biases inherent in its training data and algorithms to avoid skewed hypotheses, experimental designs, or interpretations of findings.",AI-driven copilots must address the potential biases inherent in their training data and algorithms.
c-q3-01,non-functional,The system shall ensure transparency by providing clear reasoning for its analytical recommendations.,"Creating explainable AI models that offer clear reasoning for their hypotheses, experimental recommendations and conclusions is essential for preserving scientific integrity"
c-q3-01,non-functional,The system shall implement comprehensive fairness checks during development and deployment.,It is imperative to ensure that datasets are diverse and representative and to implement comprehensive fairness checks during the development and deployment of AI systems
c-q3-01,non-functional,"The system shall provide transparency and explainability for its generated insights by creating explainable AI models that offer clear reasoning for hypotheses, experimental recommendations, and conclusions.","Creating explainable AI models that offer clear reasoning for their hypotheses, experimental recommendations and conclusions is essential for preserving scientific integrity."
c-q3-01,non-functional,The system shall support scientific integrity by enabling researchers to comprehend and validate the AI’s decision-making process to ensure the reliability of its insights.,Researchers must comprehend and validate the AI’s decision-making process to ensure the reliability of its insights.
c-q3-05,functional,The system shall automatically compare required resources with current configuration and identify missing components.,"The system also compares required reagents and bottles with the current robotic configuration, automatically identifying missing reagents and, if possible, preparing them by dissolution or dilution."
c-q3-05,functional,The system shall automatically identify ambiguities in generated code and clarify them through conversational interactions before experiment execution.,Any ambiguities in the generated code are automatically identified and then clarified through conversational interactions before experiment execution.
c-q3-05,functional,The system shall check whether required operations are compatible with the current workstation hardware.,The LLM-based agentic workflow ([Figure 2](#fig2)C) first interprets the synthetic descriptions into a series of predefined executable unit operations and then checks if the required operations are compatible with the current workstation hardware in use.
c-q3-05,functional,"The system shall compare required reagents and bottles with the current robotic configuration, automatically identify missing reagents, and prepare them by dissolution or dilution when possible.","The system also compares required reagents and bottles with the current robotic configuration, automatically identifying missing reagents and, if possible, preparing them by dissolution or dilution."
c-q3-05,functional,The system shall dynamically adjust pH to optimize cluster formation and use filtration to isolate precipitates for controlled crystallization.,"The robotic system can dynamically adjust the pH to optimize cluster formation and utilize filtration to isolate precipitates, facilitating controlled crystallization from the mother liquor."
c-q3-05,functional,"The system shall enable an AI copilot to discuss the experiment plan with human researchers, retrieve literature information, control synthesis hardware through a natural language interface, and refine the exploration strategy iteratively.","The AI copilot discusses the experiment plan with human researchers, retrieves literature information for the investigation, controls synthesis hardware through a natural language interface, and refines the exploration strategy iteratively, leading to the discovery of four structurally related new Mn–W-oxo clusters"
c-q3-05,functional,The system shall enable human-AI collaborative research through conversational interaction at multiple stages of problem-solving.,"These agents, commonly termed AI copilots, actively engage in AI–human collaborative research, enabling human interaction at multiple stages for problem-solving."
c-q3-05,functional,The system shall generate executable code templates with customizable variables for systematic exploration of solution spaces.,"A code template was generated, with variables representing the volumes of Na2WO4 and Mn(OAc)2 represented by '__variable1__' and '__variable2__'. These variables (labeled blue in the code block) were replaced by actual values through LHS to explore their influences."
c-q3-05,functional,"The system shall generate operation codes that specify hardware, reagents (including concentrations and volumes), and reaction conditions.","Subsequently, the agent generates the corresponding operation codes, specifying the hardware (e.g., bottles, reagents, and dispensing heads), reagents (including information, such as concentrations and volumes), and reaction conditions."
c-q3-05,functional,The system shall identify and clarify ambiguities in generated code through conversational interactions with the user before execution.,Any ambiguities in the generated code are automatically identified and then clarified through conversational interactions before experiment execution.
c-q3-05,functional,The system shall integrate with existing frameworks and platforms to improve interoperability.,"The generated codes were integrated into the XDL framework, improving interoperability, standardization of experiments, and data exchange."
c-q3-05,functional,The system shall iteratively correct any errors detected during validation by using the LLM.,"Any errors detected during the validation are iteratively corrected by the LLM, achieving a syntax validation success rate of ∼97% within three iterations in a benchmark data set of 66 examples for inorganic synthesis."
c-q3-05,functional,The system shall perform syntax validation of generated operation codes against the control systems of the robotic explorer.,The generated codes then undergo syntax validation against the control systems of the robotic explorer.
c-q3-05,functional,The system shall perform syntax validation on generated code and iteratively correct any detected errors.,"Any errors detected during the validation are iteratively corrected by the LLM, achieving a syntax validation success rate of ∼97% within three iterations in a benchmark data set of 66 examples for inorganic synthesis."
c-q3-05,functional,The system shall provide retrieval-augmented generation capabilities to access relevant knowledge bases for supporting code writing tasks.,"The AI copilot was equipped with the relevant literature and capable of code interpretation, paper analysis, and retrieval-augmented generation (RAG) using OpenAI’s GPT store feature."
c-q3-05,functional,The system shall scale reactions according to reactor volume to prevent overflow.,Reactions are scaled according to the reactor volume to prevent overflow.
c-q3-05,functional,The system shall store experimental descriptions and codes after successful synthesis for future reference.,"After successful synthesis, experimental descriptions and codes are stored for future reference."
c-q3-05,functional,The system shall store generated code and descriptions for future reference and reuse.,"After successful synthesis, experimental descriptions and codes are stored for future reference."
c-q3-05,functional,The system shall support iterative refinement of code based on user feedback.,"Inspirations drawn from brainstorming with the AI copilot were automatically converted to experimental implementations, iteratively refining the synthesis in 65 rounds of human–AI interactions, and eventually led to the discovery of a series of Mn–W-oxo clusters."
c-q3-05,functional,The system shall translate natural language descriptions of data analysis tasks into executable source code.,The LLM-based agentic workflow first interprets the synthetic descriptions into a series of predefined executable unit operations and then checks if the required operations are compatible with the current workstation hardware in use.
c-q3-05,functional,The system shall translate natural language synthetic descriptions into sequential executable unit operations.,"The natural language synthesis descriptions are translated into sequential executable unit operations, such as temperature control, stirring, solid and liquid handling, pH adjustment, filtration, and their combinations, allowing for highly flexible experimental workflows."
c-q3-05,non-functional,The system shall achieve a syntax validation success rate of approximately 97% within three iterations on a benchmark data set of 66 examples for inorganic synthesis.,"Any errors detected during the validation are iteratively corrected by the LLM, achieving a syntax validation success rate of ∼97% within three iterations in a benchmark data set of 66 examples for inorganic synthesis."
c-q3-05,non-functional,"The system shall achieve high accuracy in translating natural language to executable code, targeting at least 86% semantic fidelity.","Considering full semantic fidelity to the original synthesis description, the overall success rate was ∼86%."
c-q3-05,non-functional,The system shall support flexible and adaptive workflows that can accommodate diverse procedures rather than rigid task-specific workflows.,"While effective in optimizing known reaction spaces, these systems remain constrained by rigid, task-specific workflows that limit their adaptability across diverse synthetic procedures, narrowing the potential for innovation."
c-q3-06,functional,"The system shall allow the models to review up to 5 times and, if agreement is not reached within 5 times, it shall take Gemini’s response as the final response.","We allow them to review 5 times maximum to maintain efficiency. 5. If an agreement is not reached within 5 times of debate, we arbitrarily take Gemini’s response as the final response."
c-q3-06,functional,The system shall call the image_analysis function multiple times within each debate round.,"Function call: In each round, the function image_analysis will be called multiple times."
c-q3-06,functional,The system shall empower researchers to control autonomous laboratories through conversational AI.,The Copilot for Real-world Experimental Scientist (CRESt) system empowers researchers to control autonomous laboratories through conversational AI
c-q3-06,functional,The system shall foster structured debates between the AI models to enhance decision-making processes in materials phase analysis.,"by fostering structured debates between the AI models, which enhances decision-making processes in materials phase analysis."
c-q3-06,functional,The system shall implement a structured debate mechanism where AI models can review and provide feedback on each other's responses.,"We structured this by having ChatGPT review and provide feedback on Gemini's responses, then Gemini will receive the feedback and change its analysis accordingly if it agrees, engaging them in a constructive back-and-forth debate"
c-q3-06,functional,The system shall integrate a multi-agent collaboration mechanism that utilizes the complementary strengths of the ChatGPT and Gemini models for precise image analysis in materials science.,We have enhanced CRESt by integrating a multi-agent collaboration mechanism that utilizes the complementary strengths of the ChatGPT and Gemini models for precise image analysis in materials science.
c-q3-06,functional,The system shall provide a mechanism for prompt engineering to improve the results of the AI models.,"Hence, we entered the stage of prompt engineering to try to improve the results."
c-q3-06,functional,The system shall provide a seamless interface for managing complex experimental workflows.,providing a seamless interface for managing complex experimental workflows.
c-q3-06,functional,The system shall provide prompt engineering capabilities to enhance AI model performance for context-specific responses.,"To drive AI's work, prompt engineering has become crucial in enhancing AI model performance, especially in scenarios that demand precise, context-specific responses"
c-q3-06,functional,The system shall support both qualitative analysis tasks (such as phase identification) and quantitative analysis tasks (such as particle counting).,"Our research systematically analyzes each model's performance, optimizes AI collaboration techniques, and evaluates their effectiveness in real-world materials science applications. To achieve this, our study is structured in two parts: one experiment focuses on a qualitative task, identifying specific material phases within images, while the other experiment focuses on a quantitative task, counting the number of particles present"
c-q3-06,functional,The system shall support iterative feedback loops between AI models with a configurable maximum number of exchanges to maintain efficiency.,This interaction was capped at a maximum of five exchanges per image analysis to maintain efficiency
c-q3-06,functional,The system shall support multi-agent collaboration between multiple AI models to enhance decision-making in complex data analysis tasks.,"collaborative AI models, enhancing decision-making in complex environments through the integration of multiple AI systems, leading to improved performance in tasks that require rapid and comprehensive analysis"
c-q3-06,functional,The system shall support qualitative and quantitative assessments through collaboration for materials science image analysis.,"This paper explores ChatGPT and Gemini’s capabilities in materials science image analysis, focusing on both qualitative and quantitative assessments through collaboration."
c-q3-06,functional,"The system shall use a feedback loop where one model produces an initial response and the other evaluates it, with iterative refinement when there is disagreement.","Gemini produces an initial response, which ChatGPT evaluates. If ChatGPT agrees, the response is returned. If it disagrees, ChatGPT provides feedback for Gemini to refine its response, creating an iterative improvement process."
c-q3-06,functional,The system shall write a Python script to facilitate automation of running multiple rounds of the collaborative process.,"A python script was written to facilitate the automation of running 10 rounds, as the whole process can take up to 4 hours."
c-q3-06,non-functional,The system shall achieve improved accuracy through collaborative AI compared to individual model performance.,"implementing a collaborative strategy based on structured debates between ChatGPT and Gemini led to substantial improvements, achieving an accuracy range of 60-80%"
c-q3-06,non-functional,The system shall cap the debate at a maximum of five exchanges per image analysis to maintain efficiency.,This interaction was capped at a maximum of five exchanges per image analysis to maintain efficiency.
c-q3-06,non-functional,The system shall enable AI models to leverage feedback to improve accuracy in quantitative tasks.,Gemini's feedback successfully guided ChatGPT toward the correct answer 80% of the multiple times
c-q3-06,non-functional,The system shall optimize cost by choosing 10 rounds due to the costs involved for the tokens sent for the image analysis.,"We decided on 10 rounds for cost optimization, due to the costs involved for the tokens sent for the image analysis."
c-q3-08,functional,The system shall adapt decision-making in real time during ongoing experiments by using reinforcement learning to continually react to the evolving environment.,Reinforcement learning provides an alternative approach that can continually react to the evolving environment
c-q3-08,functional,The system shall assist in interpreting scientific datasets and extracting relationships and knowledge.,AI systems can play a valuable role in interpreting scientific datasets and extracting relationships and knowledge from scientific literature in a generalized manner.
c-q3-08,functional,The system shall assist scientists in extracting meaningful representations from scientific data for analysis.,"Deep learning can extract meaningful representations of scientific data at various levels of abstraction and optimize them to guide research, often through end-to-end learning."
c-q3-08,functional,"The system shall augment and accelerate scientific research by helping scientists generate hypotheses, design experiments, collect and interpret large datasets, and gain insights.","Artificial intelligence (AI) is being increasingly integrated into scientific discovery to augment and accelerate research, helping scientists to generate hypotheses, design experiments, collect and interpret large datasets, and gain insights"
c-q3-08,functional,"The system shall automate procedures to collect, visualize, and process data.","automating procedures to collect, visualize, and process data"
c-q3-08,functional,The system shall denoise scientific data by differentiating relevant signals from noise and learning to remove noise.,"An important AI task in various scientific disciplines is denoising, which involves differentiating relevant signals from noise and learning to remove noise."
c-q3-08,functional,The system shall enable continual refinement of candidates by feeding results back into AI models using active learning.,The results can be fed back into the AI models using active learning
c-q3-08,functional,"The system shall enable efficient, intelligent and highly autonomous experimental design and data collection under human supervision.","AI systems can enable efficient, intelligent and highly autonomous experimental design and data collection, where AI systems can operate under human supervision to assess, evaluate and act on results."
c-q3-08,functional,The system shall enhance the design and execution of scientific studies by optimizing parameters and functions.,Such algorithms can enhance the design and execution of scientific studies. They are becoming indispensable tools for researchers by optimizing parameters and functions
c-q3-08,functional,"The system shall extract meaningful representations of scientific data and optimize them to guide research, often through end-to-end learning.","Deep learning can extract meaningful representations of scientific data at various levels of abstraction and optimize them to guide research, often through end-to-end learning"
c-q3-08,functional,The system shall generate additional synthetic data points by augmenting training datasets using automatic data augmentation and deep generative models.,augment training datasets by generating additional synthetic data points through automatic data augmentation and deep generative models.
c-q3-08,functional,The system shall generate hypotheses and estimate their uncertainty to suggest relevant experiments.,generating hypotheses and estimating their uncertainty to suggest relevant experiments
c-q3-08,functional,The system shall generate hypotheses and estimate their uncertainty to suggest relevant experiments.,generating hypotheses and estimating their uncertainty to suggest relevant experiments
c-q3-08,functional,The system shall generate hypotheses compatible with scientific data and knowledge by learning a Bayesian posterior distribution over hypotheses.,AI systems can learn a Bayesian posterior distribution of hypotheses and use it to generate hypotheses compatible with scientific data and knowledge
c-q3-08,functional,The system shall improve computer simulation by learning more accurate and efficient hypotheses for efficient testing and by solving differential equations that govern complex systems.,"AI systems can enhance computer simulation with more accurate and efficient learning by better fitting key parameters of complex systems, solving differential equations that govern complex systems"
c-q3-08,functional,The system shall improve model performance by leveraging both labelled and unlabelled data through self-supervised learning.,leveraging both labelled and unlabelled data can improve model performance and learning capacity. Self-supervised learning is a technique that enables models to learn the general features of a dataset without relying on explicit labels.
c-q3-08,functional,The system shall incorporate geometric priors into learned representations by leveraging graphs and neural message-passing strategies.,"geometric deep learning integrates information about scientific data’s geometry, structure and symmetry, such as molecules and materials, by leveraging graphs and employing neural message-passing strategies."
c-q3-08,functional,The system shall integrate scientific knowledge into data analysis models using appropriate inductive biases.,"In AI-driven scientific discovery, scientific knowledge can be incorporated into AI models using appropriate inductive biases, which are assumptions representing structure, symmetry, constraints and prior knowledge as compact mathematical statements."
c-q3-08,functional,The system shall interpret scientific datasets and extract relationships and knowledge from scientific literature in a generalized manner.,AI systems can play a valuable role in interpreting scientific datasets and extracting relationships and knowledge from scientific literature in a generalized manner.
c-q3-08,functional,The system shall learn from unlabelled data to improve data analysis capabilities.,Self-supervised learning is a technique that enables models to learn the general features of a dataset without relying on explicit labels.
c-q3-08,functional,The system shall learn transferable features in large unlabelled datasets and enable fine-tuning on small labelled datasets for downstream tasks.,Self-supervised learning can be a crucial pre-processing step to learn transferable features in large unlabelled datasets before fine-tuning models on small labelled datasets to perform downstream tasks.
c-q3-08,functional,The system shall plan and steer experiments to enhance experimental testing by optimizing efficiency and directing experimental processes toward high-yield hypotheses.,"AI planning provides a systematic approach to designing experiments, optimizing their efficiency and exploring uncharted territory. At the same time, AI steering directs experimental processes towards high-yield hypotheses"
c-q3-08,functional,The system shall prioritize which candidates to investigate experimentally by using AI predictors to maximize the yield of downstream simulations and experimentation.,Identifying promising hypotheses for scientific enquiry requires efficiently examining many candidates and selecting those that can maximize the yield of downstream simulations and experimentation.
c-q3-08,functional,The system shall provide actionable and reliable models integrated with scientific workflows for autonomous discovery.,provide actionable and reliable models integrated with scientific workflows for autonomous discovery.
c-q3-08,functional,The system shall replace pre-programmed hardware event triggers with algorithms that search for outlying signals to detect unforeseen or rare phenomena.,deep-learning methods replace pre-programmed hardware event triggers with algorithms that search for outlying signals to detect unforeseen or rare phenomena
c-q3-08,functional,The system shall replace traditional force fields with an AI-based neural potential that fits expensive yet accurate quantum-mechanical data.,"To improve the accuracy of molecular simulations, an AI-based neural potential that fits expensive yet accurate quantum-mechanical data has been developed to replace traditional force fields"
c-q3-08,functional,The system shall solve differential equations using physics-informed neural networks by grounding neural networks in domain knowledge.,These neural solvers combine physics with the flexibility of deep learning by grounding neural networks in domain knowledge
c-q3-08,functional,"The system shall support automated procedures to collect, visualize, and process data for scientific analysis.","They are becoming indispensable tools for researchers by optimizing parameters and functions, automating procedures to collect, visualize, and process data."
c-q3-08,functional,The system shall support automatic annotation of massive unlabelled datasets based on only a small set of accurate annotations.,"Pseudo-labelling and label propagation are enticing alternatives to laborious data labelling, allowing automatic annotation of massive unlabelled datasets based on only a small set of accurate annotations."
c-q3-08,functional,"The system shall support data analysis across multiple modalities including images, sequences, graphs, and structures.","Scientific data are multimodal and include images (such as black-hole images in cosmology), natural language (such as scientific literature), time series (such as thermal yellowing of materials), sequences (such as biological sequences), graphs (such as complex systems) and structures (such as 3D protein–ligand conformations)."
c-q3-08,functional,The system shall support data selection by detecting rare events in real time and discarding background events to manage data rates.,over 99.99% of raw instrument data represents background events that must be detected in real time and discarded to manage the data rates
c-q3-08,functional,The system shall support hypothesis exploration and generation for scientific enquiry.,AI methods can be helpful at several stages of this process. They can generate hypotheses by identifying candidate symbolic expressions from noisy observations.
c-q3-08,functional,The system shall support neural operators that learn representations invariant to discretization by learning mappings between function spaces.,Neural operators learn representations invariant to discretization by learning mappings between function spaces
c-q3-08,non-functional,The system shall address reproducibility issues by using standardized benchmarks and experimental design.,Standardized benchmarks and experimental design can alleviate such issues
c-q3-08,non-functional,The system shall handle large-scale datasets efficiently for scientific analysis.,The ever-increasing scale and complexity of datasets collected by experimental platforms have led to a growing dependence on real-time processing and high-performance computing in scientific research to selectively store and analyse data generated at high rates.
c-q3-08,non-functional,"The system shall measure uncertainty, error, and utility to enable accurate interpretation of AI outputs and avoid relying too heavily on potentially flawed results.","To use AI responsibly in scientific research, we need to measure the levels of uncertainty, error, and utility of AI systems."
c-q3-08,non-functional,The system shall produce high-quality representations that retain as much information about the data as possible while remaining simple and accessible.,A high-quality representation should retain as much information about the data as possible while remaining simple and accessible
c-q3-08,non-functional,The system shall provide accurate predictions with near-experimental accuracy.,AI systems have the potential to revolutionize scientific workflows by accelerating processes and providing predictions with near-experimental accuracy.
c-q3-08,non-functional,The system shall provide standardized and transparent formats to alleviate the workload of data processing.,Standardized and transparent formats are required to alleviate the workload of data processing
c-q3-08,non-functional,The system shall reduce the number of training examples needed to achieve accuracy through incorporated scientific knowledge.,Such inductive biases can enhance AI models by reducing the number of training examples needed to achieve the same level of accuracy.
c-q3-08,non-functional,The system shall support both labelled and unlabelled data for flexible analysis.,"Supervised learning may be insufficient when only a few labelled samples are available for model training or when labelling data for a specific task is prohibitively expensive. In such cases, leveraging both labelled and unlabelled data can improve model performance and learning capacity."
c-q3-09,functional,The system shall be able to reason over both visual and natural language inputs.,"To build an MLLM that can reason over both visual and natural language inputs, we began with UNI"
c-q3-09,functional,The system shall be an interactive vision-language AI copilot that can flexibly handle both visual and natural language inputs.,"As an interactive vision-language AI copilot that can flexibly handle both visual and natural language inputs, PathChat may potentially find impactful applications in pathology education, research and human-in-the-loop clinical decision-making."
c-q3-09,functional,The system shall be fine-tuned on a large curated dataset of instructions so it can follow diverse instruction formats.,"The MLLM was finally fine-tuned using a curated dataset of over 450,000 instructions to build PathChat"
c-q3-09,functional,"The system shall be trained to handle multiple instruction formats including multi-turn conversations, multiple-choice questions, and short answers.","from diverse sources. **b**, To build an MLLM-based vision-language AI assistant that can reason over visual and natural language inputs, we began with a SOTA, vision-only, self-supervised, pretrained, foundation, encoder model, UNI and performed further vision-language pretraining analogous to CONCH."
c-q3-09,functional,The system shall be trained to output a specific refusal response when an image-specific instruction is given but no image is provided.,"so that when a model is given image-specific instructions such as 'Describe this histology image of a lung mass' but no image is provided, the model is expected to output the response: 'Sorry, I cannot assist you since you have not uploaded any image.'"
c-q3-09,functional,The system shall be trained to output a specific refusal response when given an image not related to pathology.,"Additionally, when given an image not related to pathology (sampled from MS COCO; ref. [61](/articles/s41586-024-07618-3#ref-CR61 ""Lin, T.-Y. et al. Microsoft COCO: Common objects in context. In Proc. Computer Vision–ECCV 2014: 13th European Conference (eds Fleet, D. et al.) 740–755 (Springer, 2014)."")), the model is trained to output: 'Sorry I can only assist you with queries related to pathology.'"
c-q3-09,functional,The system shall support input instructions in natural language and generate responses through autoregressive next-word prediction.,and predicts the desirable response through autoregressive next-word prediction.
c-q3-09,functional,The system shall support multi-turn instruction data by conditioning on all previous turns of instructions and reference answers.,This instruction tuning objective easily extends to multi-turn instruction data by conditioning on all previous turns of instructions and reference answers.
c-q3-09,functional,The system shall understand pathology images and text and respond to complex pathology-related queries.,which can understand pathology images and text and respond to complex pathology-related queries.
c-q3-09,non-functional,The system shall be able to generalize to a diverse range of instructions.,"To ensure that PathChat could generalize to a diverse range of instructions, the data encompassed several different instruction formats"
c-q3-10,functional,The system shall achieve density-controllable synthesis by finding closest-matching process parameters in the virtual database for a target density.,"To achieve a certain density, we simply need to find the closest-matching process parameters in the virtual database."
c-q3-10,functional,The system shall allow human scientists to design workflows targeting specific scientific questions by using various modules as needed.,"Human scientists can design workflows targeting specific scientific questions, utilizing various modules as needed."
c-q3-10,functional,The system shall collect growth parameters and sample performance from characterization to build a standardized database.,"By collecting growth parameters and sample performance analyzed from characterization ([Figure\u00a0S3](#mmc1)), it is possible to establish a standardized database comprising over 500 datasets within approximately 1\u00a0month."
c-q3-10,functional,The system shall continuously improve its models by adding the outcomes of real experiments to the database in an iterative loop.,"The outcomes of these real experiments were then added to the database, continuously improving the model in an iterative loop."
c-q3-10,functional,The system shall develop data-driven machine learning models that map CVD parameters to resulting sample performance.,"Leveraging such a high-quality database, we constructed a series of data-driven ML models. These models adeptly map the intricate relationships between CVD parameters and the resulting sample performance."
c-q3-10,functional,The system shall enable density-controllable synthesis by fabricating CNT arrays with specified densities using a workflow based on virtual database parameter matching.,"Based on this, we developed a workflow for fabricating CNT arrays with specified densities, as depicted in [Figure\u00a04](#fig4)A."
c-q3-10,functional,The system shall enable virtual experiments through digital twins to explore parameter spaces efficiently.,"In the digital twin, we were able to perform up to one million experiments in 20 min, facilitating a more nuanced exploration of the CVD growth parameter space"
c-q3-10,functional,The system shall generate predictive models from experimental data that map relationships between process parameters and sample performance.,"Multiple ML models were built to represent the functional relationship between process parameters and predicted sample scores. In essence, these models acted as digital twins of real-world CVD equipment"
c-q3-10,functional,The system shall identify appropriate growth parameters by exhaustive search or by integrating strategies such as Bayesian optimization.,identifying appropriate growth parameters by exhaustive search or integrating strategies such as Bayesian optimization (BO) ([Figure\u00a0S4](#mmc1)).
c-q3-10,functional,The system shall integrate transformer-based language models customized for domain-specific scientific queries to offer macro-level academic insights.,"Carbon_GPT was created based on OpenAI's custom GPTs... This process tailors Carbon_GPT to be adept at identifying and addressing scientific queries associated with carbon materials, thereby offering macro-scale academic insights"
c-q3-10,functional,"The system shall integrate transformer-based language models, robotic chemical vapor deposition (CVD), and data-driven machine learning models into an AI-driven platform for carbon-based nanomaterial synthesis.","Here, we introduce carbon copilot (CARCO), an artificial intelligence (AI)-driven platform that integrates transformer-based language models, robotic chemical vapor deposition (CVD), and data-driven machine learning models."
c-q3-10,functional,The system shall optimize parameters using Bayesian optimization to identify optimal experimental conditions.,"we developed a digital twin of the CVD process, which allows for the simulation of millions of experimental datasets within 20 min, identifying appropriate growth parameters by exhaustive search or integrating strategies such as Bayesian optimization (BO)"
c-q3-10,functional,The system shall orchestrate a robotic CVD module using a CVD central control that executes unified command over hardware modules based on experimental parameters ordered by AI or human planners.,"The CVD central controller, designed using a programmable logic controller (PLC), executes unified command over the other hardware modules based on experimental parameters ordered by AI or human planners."
c-q3-10,functional,The system shall perform high-throughput screening of candidates using word embedding techniques to predict efficacy of options.,"Carbon_BERT analyzed the relationships between various catalysts and the concept of high density in HACNT arrays by transforming texts into word embeddings... We ranked potential catalysts based on the cosine similarity between their embeddings and that of high density, predicting the likelihood of their efficacy"
c-q3-10,functional,The system shall provide a digital twin of the CVD process that enables simulation of millions of experimental datasets within 20 minutes.,"Hence, through our data-driven ML approach, we have developed a digital twin of the CVD process, which allows for the simulation of millions of experimental datasets within 20\u00a0min ([Note S1](#mmc1))"
c-q3-10,functional,The system shall provide AI-driven recommendations for experimental design based on transformer-based language models analyzing domain-specific knowledge.,"we employed a primarily screening approach of catalysts with a transformer-based language model, analyzing word embeddings for predictive insights"
