article_ID,requirement_type,requirement,exact_text_quote
c-q1-09,functional,The system shall explain complex code segments for knowledge sharing.,"AI assistants can significantly improve documentation efforts by generating function and method documentation based on implementation, creating API specifications from existing code, summarizing code changes for more meaningful commit messages, and explain ing complex code segments for knowledge sharing."
c-q1-09,functional,The system shall analyze code to generate test cases that target critical execution paths.,"AI tools can analyze code to generate test cases that target critical execution paths, focus on boundary conditions and edge cases, increase code coverage metrics, and simulate various input combinations."
c-q1-09,functional,The system shall generate test cases that focus on boundary conditions and edge cases.,"AI tools can analyze code to generate test cases that target critical execution paths, focus on boundary conditions and edge cases, increase code coverage metrics, and simulate various input combinations."
c-q1-09,functional,The system shall increase code coverage metrics.,"AI tools can analyze code to generate test cases that target critical execution paths, focus on boundary conditions and edge cases, increase code coverage metrics, and simulate various input combinations."
c-q1-09,functional,The system shall simulate various input combinations.,"AI tools can analyze code to generate test cases that target critical execution paths, focus on boundary conditions and edge cases, increase code coverage metrics, and simulate various input combinations."
c-q1-09,functional,The system shall identify potential security vulnerabilities.,"AI-powered static analysis tools can identify potential security vulnerabilities like SQL injection or XSS, detect problematic dependency versions with known CVEs, recommend secure coding patterns, and enforce compliance with security standards."
c-q1-09,functional,The system shall detect problematic dependency versions with known vulnerabilities.,"AI-powered static analysis tools can identify potential security vulnerabilities like SQL injection or XSS, detect problematic dependency versions with known CVEs, recommend secure coding patterns, and enforce compliance with security standards."
c-q1-09,functional,The system shall recommend secure coding patterns.,"AI-powered static analysis tools can identify potential security vulnerabilities like SQL injection or XSS, detect problematic dependency versions with known CVEs, recommend secure coding patterns, and enforce compliance with security standards."
c-q1-09,functional,The system shall enforce compliance with security standards.,"AI-powered static analysis tools can identify potential security vulnerabilities like SQL injection or XSS, detect problematic dependency versions with known CVEs, recommend secure coding patterns, and enforce compliance with security standards."
c-q1-09,functional,The system shall simulate realistic load conditions based on production patterns.,"Machine learning models can simulate realistic load conditions based on production patterns, identify performance regression points, suggest optimization strategies for bottlenecks, and predict scaling issues before they impact production."
c-q1-09,functional,The system shall identify performance regression points.,"Machine learning models can simulate realistic load conditions based on production patterns, identify performance regression points, suggest optimization strategies for bottlenecks, and predict scaling issues before they impact production."
c-q1-09,functional,The system shall suggest optimization strategies for bottlenecks.,"Machine learning models can simulate realistic load conditions based on production patterns, identify performance regression points, suggest optimization strategies for bottlenecks, and predict scaling issues before they impact production."
c-q1-09,functional,The system shall predict scaling issues before they impact production.,"Machine learning models can simulate realistic load conditions based on production patterns, identify performance regression points, suggest optimization strategies for bottlenecks, and predict scaling issues before they impact production."
c-q1-09,functional,The system shall support prompt engineering for generating higher-quality outputs.,"Prompt engineering emerges as a particularly critical skill, as the quality and specificity of prompts directly influence the relevance and accuracy of AI-generated outputs."
c-q1-09,functional,"The system shall support output validation of AI-generated code, tests, and documentation.","Output validation represents another essential competency, requiring engineers to develop systematic approaches for evaluating AI -generated code, tests, and documentation."
c-q1-09,functional,The system shall provide clear guidelines for appropriate use cases for AI-generated code.,"These governance frameworks should address appropriate use cases for AI -generated code, review procedures for AI -assisted implementations, security and compliance considerations, and intellectua l property and licensing implications."
c-q1-09,functional,The system shall support review procedures for AI-assisted implementations.,"These governance frameworks should address appropriate use cases for AI -generated code, review procedures for AI -assisted implementations, security and compliance considerations, and intellectua l property and licensing implications."
c-q1-09,functional,The system shall support security and compliance considerations for AI-generated code.,"These governance frameworks should address appropriate use cases for AI -generated code, review procedures for AI -assisted implementations, security and compliance considerations, and intellectua l property and licensing implications."
c-q1-09,functional,The system shall support intellectual property and licensing considerations for generated code.,"These governance frameworks should address appropriate use cases for AI -generated code, review procedures for AI -assisted implementations, security and compliance considerations, and intellectua l property and licensing implications."
c-q1-09,functional,The system shall support automated license scanning of AI-generated code.,"Leading organizations address these concerns through combination approaches including automated license scanning of AI -generated code, explicit policies regarding acceptable usage contexts, and contractual agreements with AI tool providers addressing intellectual property indemnification."
c-q1-09,functional,The system shall provide reference implementations demonstrating effective AI usage.,Reference implementations demonstrating effective AI usage provide concrete examples that help engineers understand how to apply abstract principles in practical contexts.
c-q1-09,functional,The system shall demonstrate complete workflows from prompt engineering through validation and integration.,"These reference implementations should demonstrate complete workflows rather than isolated examples, showing how AI tools integrate into the broader development process from initial prompt engineering through validation and integration."
c-q1-09,non-functional,The system shall improve or maintain code quality across multiple dimensions.,"These intelligent assistants serve as force multipliers for engineering talent, enabling dramatic acceleration in development velocity while maintaining or improving code quality across multiple dimensions."
c-q1-09,non-functional,The system shall support maintainability.,"Interestingly, the quality metrics for AI -assisted code showed comparable or slightly improved outcomes across dimensions of readability (13.5% improvement), maintainability, and functional correctness, contradicting early concerns that AI-generated code might lead to lower quality standards [1]."
c-q1-09,non-functional,The system shall support readability.,"Interestingly, the quality metrics for AI -assisted code showed comparable or slightly improved outcomes across dimensions of readability (13.5% improvement), maintainability, and functional correctness, contradicting early concerns that AI-generated code might lead to lower quality standards [1]."
c-q1-09,non-functional,The system shall support functional correctness.,"Interestingly, the quality metrics for AI -assisted code showed comparable or slightly improved outcomes across dimensions of readability (13.5% improvement), maintainability, and functional correctness, contradicting early concerns that AI-generated code might lead to lower quality standards [1]."
c-q1-09,non-functional,The system shall reduce false positives in code analysis.,"This enhanced precision significantly reduces the ""alert fatigue"" often associated with automated code analysis and increases developer trust in AI-suggested modifications."
c-q1-09,non-functional,The system shall reduce alert fatigue associated with automated code analysis.,"This enhanced precision significantly reduces the ""alert fatigue"" often associated with automated code analysis and increases developer trust in AI-suggested modifications."
c-q1-09,non-functional,The system shall provide more accurate prioritization of security findings.,"Studies of security operations teams uti lizing AI- enhanced vulnerability management reported a 41% improvement in remediation efficiency due to more accurate prioritization of security findings, allowing them to address the most critical issues first while deferring or discounting findings with limited practical impact [5]."
c-q1-09,non-functional,The system shall support more precise simulation of actual usage patterns than traditional synthetic load tests.,"By analyzing production telemetry and learning from historical perfo rmance data, AI-enhanced performance testing tools can generate test scenarios that more precisely mirror actual usage patterns, with research showing they achieve 76% correlation with production behavior compared to 38% for traditional synthetic load test s [6]."
c-q1-09,non-functional,"The system shall support balanced measurement across productivity, quality, maintainability, developer satisfaction, and business impact.","High -performing organizations implement multidimensional assessment frameworks that evaluate AI -assisted development across at least five distinct dimensions: productivity, quality, maintainability, developer satisfaction, and business impact [6]."
c-q1-09,non-functional,The system shall support structured validation frameworks for AI outputs.,Studies of engineering team practices have identified that organizations implementing structured validation frameworks for AI outputs experienced 62% fewer production incidents related to AI-generated code compared to teams using ad-hoc validation approaches [6].
c-q1-09,non-functional,The system shall support a progressive validation approach.,"The most effective frameworks implement a ""progressive validation"" approach where automated checks address fundamental correctness and security concerns before escalating to human review focused on architectural alignment and business logic validation."
c-q1-10,functional,The system shall provide real-time code suggestions while maintaining local context awareness.,This architectural design enables real -time code suggestions while maintaining local context awareness.
c-q1-10,functional,The system shall maintain contextual understanding across multiple files within the same solution.,The system incorporates a specialized language processing pipeline optimized for code comprehension that maintains contextual understanding across multiple files within the same solution.
c-q1-10,functional,The system shall preserve IDE responsiveness during complex suggestion generation.,The integration layer between Visual Studio and Copilot creates a bidirectional communication channel that preserves IDE responsiveness even during complex suggestion generation.
c-q1-10,functional,The system shall use asynchronous processing to prevent UI thread blocking.,This is achieved through an asynchronous processing queue that prevents UI thread blocking.
c-q1-10,functional,The system shall construct a comprehensive understanding of the codebase through progressive exploration rather than processing the entire solution at once.,"The architecture also implements incremental context building, allowing Copilot to construct a comprehensive understanding of the codebase through progressive exploration rather than attempting to process the entire solution at once [4]."
c-q1-10,functional,The system shall generate contextually appropriate code for application-specific frameworks and APIs.,"The system leverages specialized knowledge of Microsoft's development patterns to generate contextually appropriate code for SharePoint, Teams, and Exchange applications."
c-q1-10,functional,The system shall generate boilerplate code for common integration scenarios.,"Copilot excels at generating boilerplate code for common O365 integration scenarios, reducing implementation time for standard connectivity patterns [4]."
c-q1-10,functional,The system shall adapt standard patterns to specific project requirements.,"The code generation engine implements template -based suggestions enhanced with contextual awareness, allowing it to adapt standard patterns to specific project requirements."
c-q1-10,functional,The system shall scaffold class structures and API implementation patterns aligned with recommended architectural practices.,This capability extends beyond simple auto -completion to include intelligent scaffolding of class structures and API implementation patterns that align with Microsoft's recommended architectural practices.
c-q1-10,functional,The system shall refine recommendations over time within the same development session based on repeated rejection of suggestion types.,"The system demonstrates adaptive learning capabilities, where repeated rejection of certain suggestion types leads to refined recommendations over time within the same development session."
c-q1-10,functional,The system shall support generation of authentication patterns and request formatting code with minimal developer modification.,Results showed that Copilot accurately generated SharePoint -specific authentication patterns and request formatting code with minimal developer modification required [4].
c-q1-10,functional,The system shall generate appropriate error handling patterns specific to the target API response structures.,"The case study highlighted Copilot's strength in generating appropriate error handling patterns specific to SharePoint's response structures, an area where developers typically spend considerable implementation time."
c-q1-10,functional,The system shall implement recommended patterns for batched requests and throttling management.,"Generated code consistently implemented Microsoft's recommended patterns for batched requests and throttling management, demonstrating domain-specific knowledge beyond generic REST API patterns [3]."
c-q1-10,non-functional,The system shall encapsulate security best practices in generated code.,"Copilot-assisted implementations showed fewer security vulnerabilities related to authentication handling compared to manually coded equivalents, suggesting that the system effectively encapsulates security best practices in its generated code."
c-q1-10,functional,The system shall integrate through well-defined REST endpoints while maintaining the security context of the authenticated user.,"The integration architecture typically follows a microservices-based approach, where O365 extensions communicate with Cognitive Services through well -defined REST endpoints while maintaining the security context of the authenticated user [5]."
c-q1-10,non-functional,The system shall preserve the Zero Trust security model.,This pattern preserves the Zero Trust security model while enabling rich AI capabilities within familiar productivity tools.
c-q1-10,functional,The system shall maintain responsive performance even when processing complex AI workloads.,This architectural decision helps maintain responsive performance even when processing complex AI workloads.
c-q1-10,functional,The system shall abstract authentication and retry logic when communicating with AI services.,Microsoft's recommended implementation approach leverages middleware components that abstract the complexities of authentication and retry logic when communicating with Cognitive Services.
c-q1-10,functional,The system shall implement caching mechanisms to reduce redundant API calls.,"The middleware typically implements sophisticated caching mechanisms to reduce redundant API calls, resulting in more efficient resource utilization and improved application responsiveness [5]."
c-q1-10,functional,The system shall coordinate workflows across multiple AI services and handle potential failure scenarios.,"For complex O365 extensions that utilize multiple Cognitive Services, orchestration layers become essential components of the architecture. These orchestration components coordinate workflows across various AI services, maintaining appropriate execution order and handling potential failure scenarios."
c-q1-10,functional,The system shall support both synchronous and asynchronous processing models.,"The most effective implementations employ event-driven architectures that can accommodate both synchronous and asynchronous processing models, providing flexibility for different user experience requirements [6]."
c-q1-10,functional,The system shall request only the specific permissions required for each cognitive capability.,"The recommended pattern implements the principle of least privilege, requesting only the specific permissions required for each cognitive capability rather than broad access to the service suite."
c-q1-10,functional,"The system shall begin custom model deployment in isolated environments, progress through systematic validation phases, and culminate in production deployment with comprehensive monitoring capabilities.","The workflow typically begins with model development in isolated environments using Azure Machine Learning workspaces, progresses through systematic validation phases, and culminates in production deployment with comprehensive monitoring capabilities [6]."
c-q1-10,functional,The system shall package models with their dependencies to ensure consistent behavior across different environments.,"The most effective custom model deployment patterns implement a containerization strategy, packaging models with their dependencies to ensure consistent behavior across different environments."
c-q1-10,functional,"The system shall automate testing, validation, and deployment processes in CI/CD pipelines.","Well -designed pipelines automate the testing, validation, and deployment processes, ensuring that new model versions are thoroughly evaluated before reaching production environments."
c-q1-10,functional,The system shall include comprehensive regression testing for new model versions.,These automated workflows typically include comprehensive regression testing to verify that new model versions maintain or improve upon the performance characteristics of their predecessors [6].
c-q1-10,functional,The system shall implement immutable versioning policies for deployed models.,"The most robust approaches implement immutable versioning policies, where deployed models remain unchanged throughout their lifecycle, with new versions deployed alongside existing ones rather than replacing them directly."
c-q1-10,functional,The system shall provide seamless rollback capabilities and support A/B testing of new models under real-world conditions.,This strategy facilitates seamless rollback capabilities while enabling A/B testing scenarios to evaluate new models under real -world conditions before full deployment [5].
c-q1-10,functional,The system shall track technical metrics and business-relevant metrics for model consumption.,Operational considerations for custom model consumption include sophisticated monitoring and observability frameworks that track both technical metrics (such as response times and resource utilization) and business-relevant metrics (such as prediction accuracy and business value generation).
c-q1-10,functional,The system shall correlate technical and business metrics to provide holistic visibility into model performance.,"The most mature implementations correlate these metrics to provide holistic visibility into model performance, enabling data-driven decisions about model refinement and replacement cycles [6]."
c-q1-10,functional,The system shall generate code segments based on natural language descriptions or contextual understanding.,"Traditional development involves manual implementation of all logic, while AI -assisted development leverages generative capabilities to suggest or produce entire code segments based on natural language descriptions or contextual understanding."
c-q1-10,functional,The system shall generate comprehensive test suites based on code analysis and predicted edge cases.,"Traditional approaches rely on predetermined test cases designed to verify specific functionality, while AI-assisted testing can generate comprehensive test suites based on code analysis and predicted edge cases."
c-q1-10,functional,The system shall identify potential issues before they manifest as user-facing problems.,"Traditional maintenance follows predictable patterns of bug fixing and feature enhancement, while AI -assisted maintenance can incorporate predictive elements that identify potential issues before they manifest as user -facing problems."
c-q1-10,functional,The system shall automate CI/CD pipeline processes using learning capabilities that adapt to emerging patterns and optimize processes based on actual performance data.,"Traditional CI/ CD channels are based on destined rules and unequivocal configuration, whereas AI -driven approaches incorporate learning capabilities that adapt to emerging patterns and optimize processes based on actual performance data (7)."
c-q1-10,functional,The system shall identify potential issues before integration through intelligent pre-commit validation.,"Research indicates that intelligent pre-commit confirmation systems can identify a mainly advanced chance of integration issues compared to traditional confirmation approaches, leading to smaller figure failures and more stable development branches (8)."
c-q1-10,functional,The system shall continuously refine its decision-making through a feedback loop.,The armature of AI -driven CI/ CD channels generally incorporates a feedback circle medium that continuously refines the system's decision -making capabilities.
c-q1-10,functional,"The system shall optimize build, test selection, and deployment scheduling.","This approach enables the channel to precipitously ameliorate its performance across multiple con fines, including figure optimization, test selection, and deployment scheduling."
c-q1-10,functional,The system shall determine the minimum set of tests needed to validate code changes adequately.,"Rather than executing the entire test suite for every law change, AI -driven systems dissect the modified factors and their dependencies to determine th e minimum set of tests needed to validate the changes adequately."
c-q1-10,functional,The system shall apply technical knowledge of deployment models and service dependencies to validate deployment impacts and service disruptions.,"For Office 365 -specific results, AI -driven channels apply technical knowledge of Microsoft's deployment models and service dependencies. This sphere -specific intelligence enables more accurate validation of deployment impacts and implicit service dislocati ons, allowing brigades to record changes during optimal windows."
c-q1-10,functional,"The system shall assess deployment reliability, resource utilization effectiveness, time-to-production, and business impact.","Comprehensive assessment fabrics generally incorporate measures across several orders, including deployment trustworthiness, resource application effectiveness, time - to- product, and business impact (8)."
c-q1-10,functional,The system shall use predictive models to identify stability risks before changes reach production.,The most successful executions influence prophetic models that dissect proposed changes against literal deployment data to identify implicit stability pitfalls before they reach product surroundings (7).
c-q1-10,functional,The system shall allocate computing resources based on predicted conditions rather than static configurations.,"AI-driven systems stoutly allocate computing resources based on prognosticated conditions rather than static configurations, performing in more effective application patt erns."
c-q1-10,functional,The system shall maintain comprehensive historical records of build and deployment activities.,"The most effective executions maintain comprehensive literal records of figure and deployment conditioning, creating rich datasets that inform unborn optimization opinions (7)."
c-q1-10,functional,The system shall support layered governance with automated controls for routine decisions and manual review for high-risk cases.,"Governance fabrics for AI - AI-supported deployments generally apply a layered approach to oversight, with automated controls for routine opinions and manual review for high-threat scripts."
c-q1-10,functional,The system shall define clear thresholds for independent decision-making and require human approval beyond those thresholds.,"The most effective governance models define clear thresholds for independent decision -timber, establishing boundaries beyond which mortal blessing becomes obligatory, regardless of the AI system's confidence level (7)."
c-q1-10,functional,The system shall preserve tenant isolation while enabling deployment across organizational boundaries.,AI - supported deployments apply technical security controls that save tenant isolation while enabling effective deployment across organizational boundaries.
c-q1-10,functional,The system shall validate deployment actions against tenant-specific policies before execution.,"These controls generally with Microsoft's security APIs to validate deployment conduct against tenant -specific programs before prosecution, precluding unintended cross -tenant impacts indeed when deployment opinions are incompletely automated (8)."
c-q1-10,functional,The system shall provide specialized logging that validates the rationale behind each deployment decision and creates auditable records.,"These procedures frequently include specialized logging mechanisms that validate the explanation behind eac h deployment decision, creating auditable records that demonstrate nonsupervisory compliance indeed when opinions involve machine literacy factors (7)."
c-q1-10,functional,The system shall provide context-aware assistance that understands business domain concepts and organizational constraints.,"Context -aware assistance represents a significant advancement beyond current capabilities, with next -generation tools demonstrating enhanced understan ding of business domain concepts and organizational constraints [10]."
c-q1-10,functional,"The system shall support multi-modal interaction patterns including natural language processing, visual programming elements, and voice interaction capabilities.","Advanced systems incorporating natural language processing, visual programming elements, and even voice interaction capabilities create more intuitive development experiences that reduce the translation burden between human intent and formal programming constructs."
c-q1-10,functional,"The system shall tailor suggestions based on individual developer preferences, work patterns, and skill levels.","Adaptive personalization represents another significant trend, with assistance systems increasingly tailoring their suggestions based on individual developer preferences, work patterns, and skill levels."
c-q1-10,functional,The system shall provide explainability mechanisms that help developers understand the rationale behind AI suggestions.,"Emerging approaches implement explainability mechanisms that help developers understand the rationale behind AI suggestions, ownership attribution for generated code, and configurable guardrails that align with organizational policies."
c-q1-10,functional,The system shall support ownership attribution for generated code.,"Emerging approaches implement explainability mechanisms that help developers understand the rationale behind AI suggestions, ownership attribution for generated code, and configurable guardrails that align with organizational policies."
c-q1-10,functional,The system shall provide configurable guardrails that align with organizational policies.,"Emerging approaches implement explainability mechanisms that help developers understand the rationale behind AI suggestions, ownership attribution for generated code, and configurable guardrails that align with organizational policies."
c-q1-11,functional,The system shall support manual evolution of source code that was co-developed with AI assistants.,human developers must remain able to manually evolve source code no matter its provenance.
c-q1-11,functional,The system shall help users add features to existing source code.,we primarily assess maintainability by the ease with which a new developer can add features to existing code.
c-q1-11,functional,The system shall support code synthesis based on a developer’s intent.,These agents accept high-level tasks from developers and follow plan–execute–validate–revise loops until a stopping condition is met.
c-q1-11,functional,The system shall support chat-based programming through natural language queries.,This generation of tools is typically characterized by 1) responding to natural language queries and 2) operating with larger context windows than previous code completion tools.
c-q1-11,functional,The system shall support code completion based on nearby code context.,code completion tools can provide next-token predictions or fill in method signatures based on nearby code.
c-q1-11,functional,The system shall support autonomous code generation and iterative revision until a stopping condition is met.,These agents accept high-level tasks from developers and follow plan–execute–validate–revise loops until a stopping condition is met.
c-q1-11,functional,"The system shall integrate with development tools such as linters, test runners, and documentation systems.","Compared to previous generations, these AI tools are distinguished by 1) persistent memory across chat interactions, 2) better understanding of project-level context, and 3) integration with other development tools such as linters, test runners, and documentation systems."
c-q1-11,functional,The system shall support code comprehension as a use case.,The authors report that the main WCA use case was code comprehension rather than generation.
c-q1-11,functional,"The system shall support learning and onboarding into unfamiliar technologies, frameworks, or project-specific structures.","Using AI to explore unfamiliar technologies, frameworks, or project-specific structures."
c-q1-11,functional,The system shall support testing and debugging assistance.,"Leveraging AI to create tests, identify and reproduce defects, and assist in fixing them."
c-q1-11,functional,The system shall support refactoring and code improvement suggestions.,Using AI to suggest or implement code improvements or restructuring.
c-q1-11,functional,The system shall support generation of larger code units such as full functions and boilerplate from comments.,"Compared to the first generation, chat-based assistants are often used to generate larger amounts of code, including full functions and boilerplate based on comments."
c-q1-11,functional,The system shall support adding unit tests.,"enabled us to efficiently identify the addition of unit tests (e.g., assertions) or comments"
c-q1-11,functional,The system shall support code analysis using maintainability metrics.,"We rely on four metrics to answer these RQs: task completion time, perceived productivity according to the SPACE framework, CodeHealth, and test coverage."
c-q1-11,functional,The system shall support code quality assessment using test coverage.,"Test coverage (TC) was measured as the line coverage of the final solution’s test suite, reported as a percentage on an interval scale."
c-q1-11,functional,The system shall support code quality assessment using a maintainability metric.,"CodeHealth (CH) was measured as a project-level weighted average over all files in the codebase, i.e., not only the files modified by the participant."
c-q1-11,functional,The system shall support productivity assessment through user-reported Likert-scale responses.,We measured PP using a Likert scale composed of ordinal Likert items as part of the exit questionnaire
c-q1-11,non-functional,The system shall provide larger context windows than previous code completion tools.,This generation of tools is typically characterized by 1) responding to natural language queries and 2) operating with larger context windows than previous code completion tools.
c-q1-11,non-functional,The system shall maintain persistent memory across chat interactions.,"Compared to previous generations, these AI tools are distinguished by 1) persistent memory across chat interactions, 2) better understanding of project-level context, and 3) integration with other development tools such as linters, test runners, and documentation systems."
c-q1-11,non-functional,The system shall understand project-level context.,"Compared to previous generations, these AI tools are distinguished by 1) persistent memory across chat interactions, 2) better understanding of project-level context, and 3) integration with other development tools such as linters, test runners, and documentation systems."
c-q1-11,non-functional,The system shall produce code that is easy to reason about and modify by someone other than the original author.,maintainable code should be easy to reason about and modify by someone other than the original author.
c-q1-11,non-functional,The system shall avoid generating incorrect code.,"Risks include the generation of incorrect code, the introduction of security vulnerabilities, unnecessarily complex code completions, and reduced code maintainability."
c-q1-11,non-functional,The system shall avoid introducing security vulnerabilities.,"Risks include the generation of incorrect code, the introduction of security vulnerabilities, unnecessarily complex code completions, and reduced code maintainability."
c-q1-11,non-functional,The system shall avoid unnecessarily complex code completions.,"Risks include the generation of incorrect code, the introduction of security vulnerabilities, unnecessarily complex code completions, and reduced code maintainability."
c-q1-11,non-functional,The system shall avoid reducing code maintainability.,"Risks include the generation of incorrect code, the introduction of security vulnerabilities, unnecessarily complex code completions, and reduced code maintainability."
c-q1-11,non-functional,The system shall support code that is easy to understand and extend.,refer to problematic code that developers should preferably refactor – typically to make it easier to understand and extend
c-q1-11,non-functional,The system shall support code that minimizes cognitive load on developers.,"The file-level score penalizes the presence of 25+ code smells111Some are language- or paradigm-dependent, thus not an exact number. known to increase cognitive load on developers."
c-q1-12,functional,The system shall support code generation suggestions to accelerate routine programming tasks.,designed to support developers by generating code suggestions and accelerating routine programming tasks
c-q1-12,functional,The system shall lower the skill barrier for writing code so that broader participation is possible.,AI tools can lower the skill barrier for writing code
c-q1-12,functional,The system shall allow contributors to submit code through a pull request workflow for review and integration.,"This is done through a PR, which serves as a formal request to review and merge code contributions"
c-q1-12,functional,"The system shall support review, correction, and integration of submitted code before it is merged.","PR reviews capture the intensity of review activity undertaken by a contributor and are defined as the number of PR for which the contributor provides formal review during the observation period. This measure reflects the effort devoted to evaluating, debugging, and improving submitted code prior to integration."
c-q1-12,functional,The system shall enable code contributions to be revised and resubmitted until issues are resolved or the contribution is rejected.,"This revision process continues until all issues with the code are resolved and the code can be merged, or until the idea behind the code is no longer in alignment with the project goals and the PR is rejected."
c-q1-12,functional,The system shall ensure that submitted code aligns with repository standards before integration.,ensuring that contributions align with project standards
c-q1-12,functional,The system shall support measurement or tracking of rework required to bring submitted code up to repository standards.,we measure technical debt by the number of commit amendments (PR rework) required for a PR to satisfy repository standards
c-q1-12,functional,The system shall support evaluation of submitted code for quality and compliance before merging.,they review submitted PRs for quality and compliance
c-q1-12,functional,"The system shall support maintenance activities that include triaging issues, reviewing submitted pull requests, suggesting modifications or corrections, and ensuring that contributions align with project standards.","maintenance involves reactive tasks such as triaging issues, reviewing submitted PRs, suggesting modifications or corrections, and ensuring that contributions align with project standards"
c-q1-12,functional,The system shall support code review and rework processes that can be used to assess technical debt at the point of entry.,"the PR review process allows us to observe technical debt at the point of entry—when new code is evaluated, revised, or rejected prior to integration."
c-q1-12,non-functional,The system shall support long-term system maintainability and not only short-term productivity gains.,the fundamental tension in AI-assisted software development between short-term productivity gains and long-term system sustainability
c-q1-12,non-functional,"The system shall produce code that is maintainable, readable, and resilient.","improvements in code readability, reusability, conciseness, maintainability, and resilience"
c-q1-12,non-functional,The system shall avoid generating code that requires substantial revision to meet project quality standards.,generating larger volumes of code that require substantial revision to meet project quality standards
c-q1-12,non-functional,"The system shall avoid introducing fragile, underspecified, or poorly integrated code into production systems.","this dependency raises the risk that fragile, underspecified, or poorly integrated code enters production systems"
c-q1-13,functional,The system shall support goal-driven interaction by helping the user refine and align the goal through conversation.,The human will communicate an initial version of such a goal and the AI will help the human to refine it.
c-q1-13,functional,The system shall ask clarifying questions when needed to resolve ambiguity in the user's goal or inquiry.,the AI must also ask humans for clarification when needed.
c-q1-13,functional,"The system shall learn from prior interactions with users so that goal details can be omitted, recurrent themes do not require repeated clarifications, and missing information can be inferred.","Similarly, an AI pair programmer should learn from prior interactions with humans, such that goal details can be omitted, recurrent themes do not require repeated clarifications, and missing information can be inferred."
c-q1-13,functional,"The system shall store prior conversations, continuously summarize them, and inject them into the model context as appropriate.","such a mechanism would need to store prior conversations with the human, continuously summarize them, and inject them as appropriate into the context window of the underlying FM."
c-q1-13,functional,The system shall provide signals such as confidence scores so users can judge whether the system understood the communicated goal.,"humans also need signals from the agents (e.g., confidence scores) to be able to judge whether those agents understood the communicated goal."
c-q1-13,functional,The system shall accept human inquiries without requiring users to craft prompts in an unnatural prompt-engineering style.,developers should not have to worry about phrasing their inquiries as prompts that must be crafted using an unnatural lingo that implements some specificprompt engineering [15] technique
c-q1-13,functional,The system shall transform a human inquiry into an optimal prompt for the underlying model.,There is a need for aprompt transpiler technology that seamlessly takes a human inquiry and transforms it into an optimal prompt for a given model.
c-q1-13,functional,The system shall learn from feedback on model responses to improve future responses.,"gathering human feedback (e.g., thumbs up/down) for model responses then automatically using that feedback to improve the model’s upcoming responses."
c-q1-13,functional,The system shall understand and write source code.,An AI Pair Programmer must be able to fluently understand and write code (Section 2.2).
c-q1-13,functional,The system shall refactor source code.,"This agent understands, writes, and refactors code."
c-q1-13,functional,The system shall reason about architecture and design choices and their trade-offs.,This agent is capable of reasoning about architecture/design choices and their trade-offs.
c-q1-13,functional,"The system shall perform complex code changes that are not necessarily additive, including refactoring.","they must be able to reason about architecture trade-offs and design choices, as well as perform complex code changes that are not necessarily additive (e.g., refactoring)."
c-q1-13,functional,The system shall track progress toward the goal and evaluate whether the goal is being achieved.,"The AI keeps track of the goal, refines it together with the human if necessary, and constantlyevaluates progress toward that goal."
c-q1-13,functional,"The system shall translate requirements into tests, adapt tests when requirements change, and ensure that tests eventually pass.","it makes sure that (i) requirements are translated into tests, (ii) tests are adequately adapted as requirements change, and (iii) tests must eventually pass."
c-q1-13,functional,The system shall support back-and-forth conversation with the user during iterative development.,The human engages with the AI pair programmer in a series of back-and-forth conversations to iteratively develop a solution to a problem
c-q1-13,functional,The system shall collaborate with the user as a pair-programming partner rather than replacing the user.,a human partner (not replacer)
c-q1-13,functional,The system shall support mentoring by explaining trade-offs and how specific frameworks work.,when the AI explains the trade-offs of a given design choice or how some specific framework works
c-q1-13,functional,The system shall offer personalized technical mentoring to users.,offer personalized technical mentoring to those humans
c-q1-13,functional,The system shall track human software engineering skill development over time.,and (iii) tracks human SE skills development over time.
c-q1-13,non-functional,The system shall be goal-driven rather than task-driven.,AI pair programmers must be goal-driven (as opposed to task-driven).
c-q1-13,non-functional,The system shall be aware of software engineering knowledge and context.,AI pair programmers must beSE-aware.
c-q1-13,non-functional,The system shall support performance and scalability as quality attributes.,"Great software also fulfills non-functional requirements (a.k.a., quality attributes), such as performance and scalability."
c-q1-13,non-functional,"The system shall exhibit conversational intelligence, social intelligence, and personification as a human partner.","As a human partner, the AI should exhibit adequate social traits, such as conversational intelligence (e.g., proactivity and communicability), social intelligence (e.g., manners and personalization), and personification (e.g., identity) [11]."
